cliente_id,codigo,genero,pais,fecha_registro
12102,CL00012102,F,ES,2025-05-23
12103,CL00012103,M,ES,2025-03-22
12104,CL00012104,F,ES,2025-03-21
12105,CL00012105,M,ES,2025-05-30
12106,CL00012106,F,PT,2025-03-14
12107,CL00012107,M,ES,2025-02-05
12108,CL00012108,M,ES,2025-05-07
12109,CL00012109,F,ES,2025-02-13
12110,CL00012110,F,ES,2024-11-08
12111,CL00012111,F,IT,2025-07-08
12112,CL00012112,F,ES,2025-05-02
12113,CL00012113,M,PT,2024-11-16
12114,CL00012114,M,PT,2025-07-05
12115,CL00012115,F,IT,2025-04-18
12116,CL00012116,F,ES,2025-06-16
12117,CL00012117,M,ES,2025-07-04
12118,CL00012118,F,ES,2025-06-12
12119,CL00012119,M,IT,2024-11-11
12120,CL00012120,M,ES,2024-12-28
12121,CL00012121,M,ES,2025-09-27
12122,CL00012122,F,ES,2025-04-17
12123,CL00012123,F,ES,2025-05-03
12124,CL00012124,M,ES,2025-02-21
12125,CL00012125,M,ES,2025-09-27
12126,CL00012126,F,PT,2025-11-05
12127,CL00012127,F,ES,2025-08-17
12128,CL00012128,F,PT,2025-07-11
12129,CL00012129,F,PT,2025-10-10
12130,CL00012130,M,PT,2025-07-17
12131,CL00012131,M,ES,2025-06-27
12132,CL00012132,F,ES,2025-03-27
12133,CL00012133,M,ES,2024-12-13
12134,CL00012134,F,ES,2025-03-08
12135,CL00012135,M,IT,2025-02-06
12136,CL00012136,F,ES,2025-05-01
12137,CL00012137,M,PT,2025-05-24
12138,CL00012138,M,ES,2025-05-04
12139,CL00012139,M,ES,2025-08-16
12140,CL00012140,M,ES,2025-04-16
12141,CL00012141,F,ES,2025-04-17
12142,CL00012142,F,ES,2025-08-05
12143,CL00012143,F,ES,2025-03-19
12144,CL00012144,F,ES,2025-03-19
12145,CL00012145,F,ES,2025-09-14
12146,CL00012146,M,ES,2025-09-25
12147,CL00012147,F,IT,2024-11-15
12148,CL00012148,M,PT,2025-03-29
12149,CL00012149,M,ES,2025-05-28
12150,CL00012150,M,PT,2024-11-24
12151,CL00012151,F,IT,2025-09-28
12152,CL00012152,F,PT,2025-10-04
12153,CL00012153,F,ES,2025-04-19
12154,CL00012154,M,ES,2025-03-30
12155,CL00012155,F,ES,2025-02-04
12156,CL00012156,M,ES,2025-06-05
12157,CL00012157,F,ES,2025-08-13
12158,CL00012158,F,ES,2024-11-23
12159,CL00012159,F,ES,2025-03-11
12160,CL00012160,M,ES,2025-01-13
12161,CL00012161,F,ES,2025-02-21
12162,CL00012162,M,ES,2025-06-01
12163,CL00012163,F,ES,2024-12-05
12164,CL00012164,F,ES,2024-12-20
12165,CL00012165,F,ES,2025-05-21
12166,CL00012166,M,ES,2025-01-28
12167,CL00012167,F,ES,2025-08-23
12168,CL00012168,F,ES,2025-08-05
12169,CL00012169,M,ES,2024-11-13
12170,CL00012170,M,ES,2025-06-23
12171,CL00012171,M,ES,2025-08-29
12172,CL00012172,F,ES,2025-02-16
12173,CL00012173,F,ES,2025-09-24
12174,CL00012174,M,ES,2025-05-04
12175,CL00012175,F,PT,2025-06-25
12176,CL00012176,F,ES,2025-03-27
12177,CL00012177,F,PT,2025-03-09
12178,CL00012178,F,ES,2025-04-11
12179,CL00012179,F,ES,2024-12-18
12180,CL00012180,F,ES,2025-04-08
12181,CL00012181,F,ES,2025-10-29
12182,CL00012182,M,ES,2025-04-23
12183,CL00012183,F,PT,2025-09-20
12184,CL00012184,F,ES,2024-12-21
12185,CL00012185,M,ES,2025-01-30
12186,CL00012186,F,ES,2025-09-23
12187,CL00012187,F,ES,2025-01-04
12188,CL00012188,F,ES,2025-03-17
12189,CL00012189,F,ES,2025-05-21
12190,CL00012190,M,PT,2025-05-29
12191,CL00012191,F,ES,2025-03-20
12192,CL00012192,M,PT,2025-10-23
12193,CL00012193,M,ES,2025-05-08
12194,CL00012194,F,ES,2025-09-01
12195,CL00012195,M,ES,2025-01-31
12196,CL00012196,F,ES,2025-06-06
12197,CL00012197,M,ES,2024-11-21
12198,CL00012198,M,PT,2025-09-08
12199,CL00012199,M,PT,2025-09-30
12200,CL00012200,M,PT,2025-10-18
12201,CL00012201,M,ES,2025-06-03
12202,CL00012202,F,PT,2025-10-23
12203,CL00012203,M,PT,2025-05-05
12204,CL00012204,F,ES,2025-11-04
12205,CL00012205,F,ES,2025-06-05
12206,CL00012206,F,PT,2025-03-20
12207,CL00012207,M,ES,2025-05-11
12208,CL00012208,M,ES,2025-05-08
12209,CL00012209,F,ES,2024-11-12
12210,CL00012210,M,ES,2025-04-02
12211,CL00012211,M,ES,2025-06-26
12212,CL00012212,F,ES,2025-09-09
12213,CL00012213,F,ES,2024-11-21
12214,CL00012214,F,ES,2025-03-12
12215,CL00012215,M,ES,2025-07-30
12216,CL00012216,F,ES,2025-08-02
12217,CL00012217,M,PT,2025-02-10
12218,CL00012218,F,ES,2025-08-09
12219,CL00012219,M,ES,2025-09-28
12220,CL00012220,M,ES,2024-12-27
12221,CL00012221,M,ES,2024-11-09
12222,CL00012222,F,PT,2024-12-30
12223,CL00012223,F,ES,2025-06-30
12224,CL00012224,M,IT,2025-07-13
12225,CL00012225,F,ES,2024-12-05
12226,CL00012226,F,ES,2025-07-31
12227,CL00012227,M,PT,2025-08-26
12228,CL00012228,F,ES,2025-01-29
12229,CL00012229,F,ES,2025-02-15
12230,CL00012230,M,ES,2025-08-09
12231,CL00012231,M,ES,2024-11-17
12232,CL00012232,M,ES,2025-03-12
12233,CL00012233,F,PT,2025-03-17
12234,CL00012234,F,IT,2025-09-10
12235,CL00012235,M,ES,2024-11-29
12236,CL00012236,M,ES,2025-08-25
12237,CL00012237,F,ES,2024-11-22
12238,CL00012238,M,IT,2024-11-07
12239,CL00012239,F,ES,2025-08-06
12240,CL00012240,F,ES,2025-08-12
12241,CL00012241,F,PT,2025-08-24
12242,CL00012242,F,ES,2025-03-23
12243,CL00012243,F,PT,2025-10-27
12244,CL00012244,M,ES,2025-07-12
12245,CL00012245,F,ES,2025-05-13
12246,CL00012246,M,PT,2025-01-28
12247,CL00012247,M,ES,2025-08-08
12248,CL00012248,F,ES,2025-06-03
12249,CL00012249,M,PT,2025-06-03
12250,CL00012250,M,ES,2024-11-29
12251,CL00012251,F,ES,2025-01-04
12252,CL00012252,F,ES,2025-08-01
12253,CL00012253,M,ES,2025-08-27
12254,CL00012254,F,ES,2025-10-08
12255,CL00012255,F,ES,2025-06-05
12256,CL00012256,M,ES,2024-11-13
12257,CL00012257,M,ES,2025-05-12
12258,CL00012258,F,ES,2025-09-14
12259,CL00012259,M,ES,2025-04-22
12260,CL00012260,F,ES,2024-11-20
12261,CL00012261,F,ES,2025-03-04
12262,CL00012262,M,ES,2025-08-04
12263,CL00012263,F,ES,2025-09-07
12264,CL00012264,F,PT,2025-08-26
12265,CL00012265,F,PT,2025-05-11
12266,CL00012266,F,ES,2025-08-17
12267,CL00012267,F,ES,2025-01-30
12268,CL00012268,F,ES,2025-03-26
12269,CL00012269,M,ES,2024-11-07
12270,CL00012270,F,ES,2024-12-21
12271,CL00012271,F,ES,2025-09-21
12272,CL00012272,M,ES,2025-03-10
12273,CL00012273,F,ES,2025-09-03
12274,CL00012274,M,ES,2025-08-05
12275,CL00012275,M,ES,2025-08-12
12276,CL00012276,M,ES,2025-08-09
12277,CL00012277,F,IT,2025-07-12
12278,CL00012278,F,PT,2025-09-27
12279,CL00012279,F,ES,2025-02-23
12280,CL00012280,F,ES,2025-11-04
12281,CL00012281,F,ES,2025-09-19
12282,CL00012282,M,ES,2025-03-05
12283,CL00012283,F,ES,2025-09-24
12284,CL00012284,M,ES,2025-04-07
12285,CL00012285,F,ES,2025-01-17
12286,CL00012286,M,ES,2025-04-14
12287,CL00012287,F,ES,2025-05-15
12288,CL00012288,M,PT,2025-05-16
12289,CL00012289,M,ES,2025-04-03
12290,CL00012290,M,ES,2025-09-24
12291,CL00012291,F,ES,2024-11-27
12292,CL00012292,F,ES,2025-08-01
12293,CL00012293,M,ES,2025-11-01
12294,CL00012294,M,PT,2024-12-22
12295,CL00012295,M,PT,2025-02-23
12296,CL00012296,M,PT,2025-03-12
12297,CL00012297,F,ES,2025-08-18
12298,CL00012298,M,ES,2024-11-06
12299,CL00012299,M,ES,2024-11-16
12300,CL00012300,F,ES,2025-05-04
12301,CL00012301,M,PT,2024-11-10
12302,CL00012302,M,ES,2025-05-01
12303,CL00012303,F,ES,2025-01-02
12304,CL00012304,M,IT,2025-08-29
12305,CL00012305,F,ES,2025-08-07
12306,CL00012306,F,IT,2025-09-29
12307,CL00012307,F,PT,2025-06-26
12308,CL00012308,F,ES,2025-09-19
12309,CL00012309,F,ES,2025-10-29
12310,CL00012310,M,ES,2025-02-12
12311,CL00012311,M,ES,2025-09-07
12312,CL00012312,F,ES,2025-05-23
12313,CL00012313,M,ES,2025-02-02
12314,CL00012314,F,ES,2025-03-25
12315,CL00012315,M,ES,2025-08-31
12316,CL00012316,F,ES,2025-02-13
12317,CL00012317,F,ES,2025-04-25
12318,CL00012318,F,ES,2025-03-04
12319,CL00012319,F,ES,2025-06-10
12320,CL00012320,M,PT,2024-12-26
12321,CL00012321,M,ES,2025-01-11
12322,CL00012322,F,ES,2025-10-13
12323,CL00012323,M,ES,2025-07-21
12324,CL00012324,M,ES,2025-04-15
12325,CL00012325,F,ES,2024-11-09
12326,CL00012326,F,PT,2024-11-24
12327,CL00012327,F,ES,2025-06-24
12328,CL00012328,F,ES,2025-08-15
12329,CL00012329,F,ES,2025-06-06
12330,CL00012330,M,ES,2025-09-12
12331,CL00012331,M,ES,2025-09-24
12332,CL00012332,F,ES,2025-01-10
12333,CL00012333,F,ES,2025-04-01
12334,CL00012334,M,ES,2025-02-06
12335,CL00012335,M,ES,2025-08-19
12336,CL00012336,M,ES,2025-10-26
12337,CL00012337,M,PT,2025-01-30
12338,CL00012338,M,ES,2025-10-16
12339,CL00012339,F,PT,2025-04-30
12340,CL00012340,F,ES,2025-08-29
12341,CL00012341,M,ES,2024-12-15
12342,CL00012342,M,ES,2025-07-20
12343,CL00012343,M,ES,2025-05-04
12344,CL00012344,M,ES,2025-08-12
12345,CL00012345,F,ES,2025-01-04
12346,CL00012346,F,ES,2025-10-10
12347,CL00012347,M,PT,2025-03-01
12348,CL00012348,M,ES,2025-06-27
12349,CL00012349,F,ES,2025-04-05
12350,CL00012350,M,PT,2025-10-22
12351,CL00012351,M,ES,2025-02-21
12352,CL00012352,F,ES,2024-11-13
12353,CL00012353,F,PT,2025-04-02
12354,CL00012354,F,PT,2024-11-18
12355,CL00012355,M,ES,2025-02-10
12356,CL00012356,M,ES,2024-12-25
12357,CL00012357,F,ES,2025-01-22
12358,CL00012358,F,ES,2025-03-13
12359,CL00012359,M,ES,2025-09-10
12360,CL00012360,F,ES,2025-10-23
12361,CL00012361,F,ES,2025-05-27
12362,CL00012362,F,ES,2025-04-22
12363,CL00012363,F,PT,2024-11-10
12364,CL00012364,F,ES,2025-09-25
12365,CL00012365,F,ES,2025-02-17
12366,CL00012366,M,ES,2025-01-10
12367,CL00012367,M,ES,2025-09-29
12368,CL00012368,F,ES,2025-01-24
12369,CL00012369,F,ES,2025-07-26
12370,CL00012370,M,ES,2025-05-28
12371,CL00012371,F,PT,2025-08-25
12372,CL00012372,M,ES,2025-04-25
12373,CL00012373,F,ES,2025-09-07
12374,CL00012374,M,ES,2025-05-06
12375,CL00012375,F,ES,2025-03-24
12376,CL00012376,M,ES,2025-01-25
12377,CL00012377,M,ES,2025-08-12
12378,CL00012378,M,ES,2025-03-09
12379,CL00012379,M,ES,2025-08-08
12380,CL00012380,M,PT,2025-02-23
12381,CL00012381,M,ES,2025-09-12
12382,CL00012382,M,ES,2025-08-04
12383,CL00012383,F,ES,2025-08-01
12384,CL00012384,F,ES,2025-10-29
12385,CL00012385,M,ES,2024-12-03
12386,CL00012386,F,PT,2025-06-14
12387,CL00012387,M,ES,2025-10-18
12388,CL00012388,F,PT,2025-09-22
12389,CL00012389,M,ES,2025-02-19
12390,CL00012390,F,PT,2025-01-31
12391,CL00012391,M,PT,2025-07-04
12392,CL00012392,F,ES,2025-09-17
12393,CL00012393,M,ES,2025-01-26
12394,CL00012394,F,IT,2025-10-11
12395,CL00012395,M,ES,2025-08-03
12396,CL00012396,F,ES,2025-01-13
12397,CL00012397,F,ES,2025-05-03
12398,CL00012398,F,ES,2025-07-09
12399,CL00012399,F,ES,2024-11-17
12400,CL00012400,M,ES,2025-05-29
12401,CL00012401,F,PT,2025-06-12
12402,CL00012402,M,ES,2025-07-13
12403,CL00012403,M,ES,2024-11-16
12404,CL00012404,F,ES,2024-12-25
12405,CL00012405,M,PT,2025-03-29
12406,CL00012406,F,ES,2024-12-11
12407,CL00012407,F,ES,2025-10-12
12408,CL00012408,M,ES,2025-06-20
12409,CL00012409,F,ES,2025-02-26
12410,CL00012410,M,ES,2025-01-27
12411,CL00012411,F,PT,2025-07-11
12412,CL00012412,F,IT,2025-01-04
12413,CL00012413,M,ES,2025-02-12
12414,CL00012414,F,ES,2025-04-02
12415,CL00012415,F,ES,2025-10-13
12416,CL00012416,F,ES,2025-03-27
12417,CL00012417,M,ES,2025-04-26
12418,CL00012418,F,ES,2025-08-04
12419,CL00012419,F,ES,2025-08-12
12420,CL00012420,M,PT,2025-06-30
12421,CL00012421,F,ES,2025-05-05
12422,CL00012422,M,ES,2025-07-19
12423,CL00012423,M,ES,2024-12-24
12424,CL00012424,F,PT,2025-06-05
12425,CL00012425,F,ES,2025-03-27
12426,CL00012426,M,IT,2025-08-01
12427,CL00012427,M,ES,2025-10-11
12428,CL00012428,F,ES,2025-09-24
12429,CL00012429,F,ES,2024-12-08
12430,CL00012430,F,ES,2024-11-16
12431,CL00012431,M,ES,2025-04-16
12432,CL00012432,M,ES,2025-09-25
12433,CL00012433,M,ES,2025-06-17
12434,CL00012434,F,ES,2025-10-05
12435,CL00012435,F,ES,2025-08-28
12436,CL00012436,F,ES,2024-11-26
12437,CL00012437,F,ES,2025-06-02
12438,CL00012438,M,ES,2025-06-14
12439,CL00012439,M,PT,2025-05-02
12440,CL00012440,F,ES,2025-07-21
12441,CL00012441,F,ES,2025-10-12
12442,CL00012442,M,ES,2025-02-24
12443,CL00012443,F,IT,2025-10-06
12444,CL00012444,M,ES,2025-06-03
12445,CL00012445,M,ES,2025-09-04
12446,CL00012446,F,PT,2025-09-27
12447,CL00012447,F,ES,2025-03-23
12448,CL00012448,M,ES,2025-10-21
12449,CL00012449,M,PT,2024-12-16
12450,CL00012450,M,ES,2024-11-18
12451,CL00012451,F,ES,2025-09-28
12452,CL00012452,F,ES,2024-12-30
12453,CL00012453,F,IT,2025-05-16
12454,CL00012454,M,ES,2025-10-10
12455,CL00012455,M,ES,2024-11-22
12456,CL00012456,F,IT,2025-07-31
12457,CL00012457,M,ES,2025-03-19
12458,CL00012458,M,ES,2025-02-13
12459,CL00012459,M,ES,2025-03-16
12460,CL00012460,F,ES,2025-07-16
12461,CL00012461,M,PT,2025-07-03
12462,CL00012462,M,ES,2025-07-06
12463,CL00012463,M,PT,2025-03-27
12464,CL00012464,F,ES,2025-04-25
12465,CL00012465,M,ES,2025-06-10
12466,CL00012466,M,ES,2024-12-03
12467,CL00012467,M,ES,2025-01-06
12468,CL00012468,F,IT,2025-08-31
12469,CL00012469,F,PT,2024-11-22
12470,CL00012470,M,ES,2024-12-22
12471,CL00012471,M,ES,2025-04-09
12472,CL00012472,M,ES,2025-05-07
12473,CL00012473,F,PT,2025-06-01
12474,CL00012474,F,PT,2024-11-28
12475,CL00012475,F,ES,2025-06-10
12476,CL00012476,F,ES,2024-12-22
12477,CL00012477,M,ES,2025-05-03
12478,CL00012478,F,PT,2025-01-18
12479,CL00012479,F,PT,2025-03-23
12480,CL00012480,M,ES,2025-01-13
12481,CL00012481,M,ES,2025-10-20
12482,CL00012482,F,PT,2025-05-14
12483,CL00012483,M,ES,2025-08-20
12484,CL00012484,M,ES,2025-01-10
12485,CL00012485,M,ES,2025-08-17
12486,CL00012486,M,ES,2025-08-13
12487,CL00012487,F,ES,2025-02-23
12488,CL00012488,F,ES,2025-08-18
12489,CL00012489,F,ES,2025-05-20
12490,CL00012490,M,PT,2024-11-08
12491,CL00012491,F,ES,2025-07-20
12492,CL00012492,M,ES,2025-02-08
12493,CL00012493,F,ES,2025-04-05
12494,CL00012494,M,ES,2025-03-27
12495,CL00012495,M,ES,2025-06-14
12496,CL00012496,F,ES,2025-07-07
12497,CL00012497,F,ES,2025-05-25
12498,CL00012498,M,ES,2025-01-25
12499,CL00012499,F,IT,2025-01-16
12500,CL00012500,F,ES,2025-10-09
12501,CL00012501,F,ES,2025-06-02
12502,CL00012502,M,ES,2025-03-21
12503,CL00012503,M,ES,2025-10-01
12504,CL00012504,M,ES,2025-06-19
12505,CL00012505,F,ES,2024-11-17
12506,CL00012506,F,PT,2025-05-17
12507,CL00012507,F,ES,2025-01-06
12508,CL00012508,F,ES,2025-08-25
12509,CL00012509,F,IT,2024-12-28
12510,CL00012510,F,ES,2025-06-22
12511,CL00012511,M,ES,2025-03-14
12512,CL00012512,F,ES,2025-09-02
12513,CL00012513,M,ES,2025-04-24
12514,CL00012514,M,ES,2025-05-17
12515,CL00012515,M,ES,2025-06-26
12516,CL00012516,F,PT,2025-03-12
12517,CL00012517,M,PT,2024-12-13
12518,CL00012518,F,ES,2025-02-13
12519,CL00012519,F,IT,2025-04-06
12520,CL00012520,F,ES,2024-12-02
12521,CL00012521,M,PT,2025-10-30
12522,CL00012522,M,ES,2025-01-15
12523,CL00012523,F,ES,2025-04-30
12524,CL00012524,M,ES,2025-07-09
12525,CL00012525,M,ES,2025-05-07
12526,CL00012526,F,ES,2025-06-27
12527,CL00012527,M,ES,2025-06-06
12528,CL00012528,M,ES,2025-10-29
12529,CL00012529,M,ES,2025-02-11
12530,CL00012530,M,ES,2025-06-22
12531,CL00012531,M,ES,2024-12-16
12532,CL00012532,M,ES,2024-12-03
12533,CL00012533,F,ES,2025-05-02
12534,CL00012534,M,ES,2025-10-12
12535,CL00012535,M,ES,2025-01-30
12536,CL00012536,M,PT,2025-01-20
12537,CL00012537,M,ES,2025-09-10
12538,CL00012538,M,ES,2025-07-13
12539,CL00012539,M,ES,2025-08-02
12540,CL00012540,M,ES,2025-10-27
12541,CL00012541,M,ES,2025-07-23
12542,CL00012542,F,ES,2025-07-29
12543,CL00012543,M,ES,2025-03-30
12544,CL00012544,M,ES,2025-04-02
12545,CL00012545,M,ES,2025-01-26
12546,CL00012546,F,ES,2025-09-30
12547,CL00012547,F,IT,2025-07-14
12548,CL00012548,F,ES,2024-12-14
12549,CL00012549,F,PT,2025-01-23
12550,CL00012550,M,ES,2024-12-30
12551,CL00012551,F,ES,2025-09-27
12552,CL00012552,M,ES,2025-10-30
12553,CL00012553,M,PT,2025-08-24
12554,CL00012554,F,ES,2025-02-26
12555,CL00012555,F,ES,2024-12-23
12556,CL00012556,M,ES,2025-05-03
12557,CL00012557,M,ES,2025-08-16
12558,CL00012558,M,PT,2024-11-17
12559,CL00012559,M,ES,2025-07-08
12560,CL00012560,F,ES,2025-04-07
12561,CL00012561,M,ES,2025-08-01
12562,CL00012562,F,ES,2024-12-23
12563,CL00012563,F,ES,2025-03-24
12564,CL00012564,M,ES,2025-03-16
12565,CL00012565,F,IT,2025-03-22
12566,CL00012566,F,PT,2025-02-04
12567,CL00012567,F,ES,2024-12-07
12568,CL00012568,M,ES,2025-02-19
12569,CL00012569,F,IT,2025-09-18
12570,CL00012570,F,ES,2025-05-04
12571,CL00012571,F,ES,2025-07-05
12572,CL00012572,M,ES,2024-11-11
12573,CL00012573,M,ES,2025-01-06
12574,CL00012574,M,ES,2025-09-01
12575,CL00012575,M,ES,2025-06-15
12576,CL00012576,F,ES,2025-01-19
12577,CL00012577,M,ES,2025-04-26
12578,CL00012578,F,ES,2025-09-10
12579,CL00012579,F,ES,2025-06-12
12580,CL00012580,F,ES,2025-01-03
12581,CL00012581,M,ES,2025-06-26
12582,CL00012582,F,ES,2024-12-27
12583,CL00012583,F,ES,2025-04-18
12584,CL00012584,F,ES,2025-03-08
12585,CL00012585,M,ES,2025-08-08
12586,CL00012586,F,ES,2024-11-23
12587,CL00012587,F,ES,2025-11-04
12588,CL00012588,M,ES,2025-05-06
12589,CL00012589,M,ES,2024-11-30
12590,CL00012590,M,ES,2025-09-15
12591,CL00012591,M,ES,2025-05-27
12592,CL00012592,F,PT,2025-05-29
12593,CL00012593,F,ES,2025-10-12
12594,CL00012594,F,ES,2025-05-08
12595,CL00012595,F,ES,2024-11-11
12596,CL00012596,F,ES,2025-10-30
12597,CL00012597,M,ES,2025-01-11
12598,CL00012598,F,ES,2025-07-06
12599,CL00012599,M,ES,2025-04-25
12600,CL00012600,M,PT,2025-05-09
12601,CL00012601,M,ES,2025-07-10
12602,CL00012602,M,ES,2025-04-01
12603,CL00012603,M,ES,2025-09-19
12604,CL00012604,F,ES,2025-03-10
12605,CL00012605,F,ES,2025-02-15
12606,CL00012606,M,ES,2025-01-29
12607,CL00012607,F,ES,2025-07-09
12608,CL00012608,F,ES,2025-08-21
12609,CL00012609,M,ES,2025-08-03
12610,CL00012610,M,ES,2025-10-19
12611,CL00012611,M,PT,2024-12-20
12612,CL00012612,F,PT,2025-10-22
12613,CL00012613,M,ES,2025-09-22
12614,CL00012614,F,ES,2025-11-02
12615,CL00012615,F,ES,2025-08-20
12616,CL00012616,F,IT,2025-04-21
12617,CL00012617,M,ES,2025-06-30
12618,CL00012618,M,ES,2025-09-26
12619,CL00012619,F,ES,2025-09-07
12620,CL00012620,F,PT,2024-11-21
12621,CL00012621,F,ES,2025-06-12
12622,CL00012622,M,ES,2025-09-15
12623,CL00012623,F,ES,2025-07-10
12624,CL00012624,F,ES,2024-12-06
12625,CL00012625,M,ES,2025-01-14
12626,CL00012626,M,ES,2025-07-22
12627,CL00012627,M,ES,2025-06-28
12628,CL00012628,M,IT,2025-09-22
12629,CL00012629,M,ES,2025-07-13
12630,CL00012630,M,ES,2025-10-26
12631,CL00012631,M,IT,2025-09-09
12632,CL00012632,M,IT,2025-01-30
12633,CL00012633,M,ES,2024-11-22
12634,CL00012634,M,ES,2024-11-26
12635,CL00012635,F,ES,2025-09-20
12636,CL00012636,M,ES,2025-05-12
12637,CL00012637,M,ES,2025-09-11
12638,CL00012638,F,ES,2025-08-13
12639,CL00012639,M,ES,2025-04-25
12640,CL00012640,M,ES,2024-12-01
12641,CL00012641,M,ES,2025-03-07
12642,CL00012642,M,ES,2025-07-22
12643,CL00012643,F,PT,2025-02-28
12644,CL00012644,M,ES,2025-06-28
12645,CL00012645,F,ES,2025-10-14
12646,CL00012646,M,ES,2025-01-10
12647,CL00012647,F,ES,2024-12-18
12648,CL00012648,F,PT,2025-05-14
12649,CL00012649,M,ES,2025-03-04
12650,CL00012650,M,ES,2025-07-31
12651,CL00012651,F,ES,2025-08-31
12652,CL00012652,M,ES,2025-04-09
12653,CL00012653,M,PT,2025-06-06
12654,CL00012654,F,ES,2025-01-07
12655,CL00012655,F,PT,2025-05-11
12656,CL00012656,M,ES,2025-01-13
12657,CL00012657,F,ES,2025-09-01
12658,CL00012658,M,ES,2025-09-07
12659,CL00012659,F,ES,2025-03-22
12660,CL00012660,F,ES,2025-10-03
12661,CL00012661,M,ES,2025-04-23
12662,CL00012662,F,ES,2025-06-26
12663,CL00012663,M,ES,2024-12-25
12664,CL00012664,F,IT,2025-06-19
12665,CL00012665,F,ES,2025-03-08
12666,CL00012666,M,ES,2025-01-10
12667,CL00012667,F,ES,2024-11-25
12668,CL00012668,M,PT,2025-05-02
12669,CL00012669,F,ES,2025-07-11
12670,CL00012670,M,ES,2025-10-21
12671,CL00012671,M,ES,2025-08-05
12672,CL00012672,M,ES,2025-11-05
12673,CL00012673,M,PT,2024-11-26
12674,CL00012674,F,PT,2024-12-15
12675,CL00012675,F,IT,2024-12-22
12676,CL00012676,M,ES,2024-11-29
12677,CL00012677,M,PT,2025-10-23
12678,CL00012678,M,ES,2024-12-25
12679,CL00012679,F,ES,2025-03-02
12680,CL00012680,F,ES,2025-06-07
12681,CL00012681,F,ES,2025-03-26
12682,CL00012682,F,ES,2024-11-13
12683,CL00012683,F,PT,2025-01-25
12684,CL00012684,F,ES,2025-06-28
12685,CL00012685,F,ES,2025-10-03
12686,CL00012686,F,ES,2025-02-03
12687,CL00012687,M,ES,2025-04-16
12688,CL00012688,F,PT,2024-12-08
12689,CL00012689,M,ES,2025-03-04
12690,CL00012690,M,ES,2025-05-10
12691,CL00012691,M,ES,2025-03-04
12692,CL00012692,F,ES,2025-09-02
12693,CL00012693,F,ES,2025-01-07
12694,CL00012694,F,ES,2025-08-16
12695,CL00012695,F,PT,2025-05-07
12696,CL00012696,M,PT,2025-09-07
12697,CL00012697,F,ES,2025-03-04
12698,CL00012698,M,ES,2025-06-22
12699,CL00012699,F,ES,2025-09-30
12700,CL00012700,F,PT,2025-05-09
12701,CL00012701,F,PT,2024-11-19
12702,CL00012702,M,PT,2025-05-21
12703,CL00012703,F,ES,2025-03-25
12704,CL00012704,F,ES,2024-11-07
12705,CL00012705,M,ES,2025-04-25
12706,CL00012706,M,PT,2025-06-07
12707,CL00012707,F,ES,2025-10-16
12708,CL00012708,M,ES,2025-05-19
12709,CL00012709,M,ES,2024-12-02
12710,CL00012710,M,ES,2025-03-11
12711,CL00012711,F,ES,2024-12-14
12712,CL00012712,F,ES,2025-07-25
12713,CL00012713,M,ES,2024-11-11
12714,CL00012714,F,ES,2025-01-25
12715,CL00012715,M,ES,2025-04-17
12716,CL00012716,M,ES,2025-06-17
12717,CL00012717,F,IT,2025-09-12
12718,CL00012718,F,ES,2025-02-25
12719,CL00012719,M,ES,2025-08-23
12720,CL00012720,M,IT,2025-06-13
12721,CL00012721,M,ES,2025-11-05
12722,CL00012722,M,ES,2024-12-15
12723,CL00012723,M,ES,2025-03-24
12724,CL00012724,M,ES,2025-05-08
12725,CL00012725,M,ES,2024-12-23
12726,CL00012726,M,ES,2025-08-16
12727,CL00012727,F,ES,2025-09-04
12728,CL00012728,F,ES,2025-06-12
12729,CL00012729,M,ES,2025-10-11
12730,CL00012730,F,ES,2025-03-29
12731,CL00012731,M,ES,2025-10-23
12732,CL00012732,F,ES,2025-09-04
12733,CL00012733,F,ES,2025-05-09
12734,CL00012734,F,ES,2025-03-11
12735,CL00012735,M,ES,2025-01-11
12736,CL00012736,F,ES,2025-03-31
12737,CL00012737,M,ES,2025-08-04
12738,CL00012738,M,ES,2025-07-18
12739,CL00012739,F,ES,2025-04-06
12740,CL00012740,F,ES,2025-05-18
12741,CL00012741,M,ES,2025-03-23
12742,CL00012742,F,PT,2025-05-11
12743,CL00012743,M,ES,2024-12-06
12744,CL00012744,F,ES,2024-11-22
12745,CL00012745,F,ES,2025-06-10
12746,CL00012746,M,ES,2025-04-05
12747,CL00012747,F,ES,2025-04-22
12748,CL00012748,F,ES,2024-11-13
12749,CL00012749,M,ES,2024-11-19
12750,CL00012750,F,ES,2024-11-20
12751,CL00012751,F,ES,2025-01-12
12752,CL00012752,M,ES,2025-04-17
12753,CL00012753,F,PT,2025-01-24
12754,CL00012754,M,ES,2025-08-14
12755,CL00012755,M,ES,2025-08-04
12756,CL00012756,M,PT,2025-02-18
12757,CL00012757,M,ES,2025-04-04
12758,CL00012758,M,ES,2025-10-19
12759,CL00012759,M,PT,2025-03-28
12760,CL00012760,F,ES,2025-03-19
12761,CL00012761,M,ES,2025-01-23
12762,CL00012762,M,ES,2025-01-09
12763,CL00012763,F,PT,2025-09-03
12764,CL00012764,F,PT,2025-06-27
12765,CL00012765,M,PT,2025-02-14
12766,CL00012766,M,ES,2025-01-23
