mov_id,fecha,ingrediente_id,tipo,cantidad,costo_unitario,proveedor_id
18337,2025-08-14,175,salida,3.18,9.23,79
18338,2025-09-06,192,salida,2.05,7.37,149
18339,2025-02-17,372,salida,3.23,1.4,34
18340,2025-03-09,77,salida,1.1,4.23,169
18341,2025-03-07,474,salida,3.86,7.51,57
18342,2025-04-01,470,entrada,3.77,1.26,21
18343,2025-08-10,45,salida,3.79,0.27,100
18344,2025-06-30,199,salida,3.31,1.0,122
18345,2025-03-03,153,salida,2.42,3.04,51
18346,2025-08-12,426,salida,1.08,8.36,94
18347,2025-09-07,81,salida,1.86,2.52,143
18348,2025-02-10,194,salida,0.89,9.7,162
18349,2025-08-25,414,entrada,0.84,4.74,6
18350,2025-06-08,439,entrada,0.61,8.36,72
18351,2025-04-18,270,salida,4.85,6.16,84
18352,2024-11-12,467,entrada,3.59,7.67,36
18353,2024-12-30,63,salida,4.18,8.34,133
18354,2025-02-05,197,salida,3.66,7.65,77
18355,2025-01-01,98,salida,1.06,1.21,192
18356,2025-07-07,204,salida,3.54,5.7,15
18357,2024-12-29,461,salida,1.93,9.84,112
18358,2025-10-23,387,salida,3.16,7.54,70
18359,2025-02-21,271,salida,0.67,3.82,178
18360,2025-03-31,310,entrada,0.22,4.44,110
18361,2025-09-22,467,salida,4.89,7.46,159
18362,2025-09-26,18,entrada,3.51,3.0,135
18363,2025-10-15,471,entrada,0.52,5.42,189
18364,2024-11-15,406,salida,4.08,2.68,47
18365,2025-07-19,448,salida,0.3,5.23,106
18366,2025-08-10,20,salida,0.57,1.65,193
18367,2024-12-13,166,entrada,2.08,6.62,51
18368,2025-04-29,370,salida,1.1,0.98,140
18369,2025-04-08,225,salida,2.27,9.56,135
18370,2025-03-28,51,salida,1.95,8.62,98
18371,2025-05-04,0,entrada,2.39,9.49,135
18372,2025-09-29,177,entrada,3.18,2.0,123
18373,2025-06-01,188,salida,2.2,1.19,1
18374,2024-11-16,75,salida,0.89,8.31,29
18375,2024-12-19,148,salida,0.35,9.96,30
18376,2025-10-01,250,entrada,0.14,8.07,6
18377,2025-10-29,147,salida,0.27,9.18,113
18378,2025-05-24,213,entrada,2.26,6.66,38
18379,2025-09-17,47,salida,3.74,8.81,49
18380,2025-01-02,33,salida,4.25,1.48,35
18381,2025-03-09,150,salida,0.66,1.7,166
18382,2025-07-25,6,salida,3.05,4.19,83
18383,2024-11-30,270,salida,2.68,5.28,3
18384,2024-12-16,488,entrada,2.15,8.31,123
18385,2025-02-26,354,salida,4.57,3.62,183
18386,2024-12-28,185,salida,1.13,6.92,40
18387,2025-09-05,225,salida,0.86,9.76,104
18388,2024-11-22,380,salida,1.28,8.63,179
18389,2025-05-11,249,salida,0.74,1.37,1
18390,2025-03-26,224,salida,4.39,8.56,127
18391,2025-01-23,33,salida,2.21,5.0,198
18392,2025-01-05,107,salida,4.68,9.23,89
18393,2025-01-04,116,entrada,0.71,8.59,155
18394,2025-09-12,370,entrada,2.56,2.33,67
18395,2025-06-21,374,salida,1.0,4.81,89
18396,2024-12-17,323,salida,1.27,7.68,97
18397,2025-04-08,61,salida,4.6,2.19,45
18398,2025-02-05,243,entrada,1.23,5.47,99
18399,2024-11-09,148,salida,2.98,4.05,100
18400,2025-01-17,109,entrada,1.01,4.33,74
18401,2025-08-20,299,entrada,1.07,2.94,164
18402,2025-05-15,332,salida,2.28,5.76,119
18403,2025-09-20,110,entrada,0.82,3.56,174
18404,2025-06-01,109,salida,4.64,4.34,33
18405,2025-10-05,148,salida,1.96,4.68,120
18406,2025-05-27,411,salida,3.89,3.99,146
18407,2025-10-16,412,salida,4.1,9.47,56
18408,2025-09-04,139,salida,4.65,7.23,154
18409,2024-11-12,141,entrada,2.21,9.81,44
18410,2025-06-20,167,entrada,3.36,9.2,193
18411,2025-01-02,108,salida,2.79,0.85,20
18412,2025-10-19,8,salida,0.83,0.83,143
18413,2025-08-09,172,salida,2.12,5.91,79
18414,2025-04-19,278,entrada,2.79,0.27,154
18415,2025-07-12,219,salida,3.37,5.98,108
18416,2025-06-02,52,salida,4.85,0.54,148
18417,2025-08-10,323,entrada,1.09,9.49,187
18418,2025-10-09,400,salida,1.24,4.64,106
18419,2025-01-27,265,salida,0.88,5.59,198
18420,2025-06-20,254,salida,2.22,9.19,199
18421,2025-02-20,285,salida,0.44,0.56,51
18422,2025-07-25,471,salida,2.9,0.96,44
18423,2025-07-14,182,salida,0.53,2.69,147
18424,2024-11-10,109,entrada,2.4,7.17,34
18425,2025-05-16,229,salida,1.94,6.37,37
18426,2025-08-30,388,salida,1.37,4.9,175
18427,2025-10-10,372,salida,4.13,3.1,150
18428,2025-08-21,56,entrada,0.98,9.53,23
18429,2025-10-17,89,salida,1.2,0.39,72
18430,2025-03-02,68,entrada,1.98,3.31,43
18431,2025-06-30,230,salida,1.67,4.9,124
18432,2025-01-08,13,entrada,1.65,2.7,115
18433,2024-12-11,201,entrada,3.87,3.37,88
18434,2025-10-09,0,entrada,3.94,6.17,37
18435,2025-10-26,382,salida,4.29,8.93,83
18436,2024-11-19,66,salida,0.58,1.35,33
18437,2025-05-16,308,salida,2.31,2.37,54
18438,2025-03-27,62,salida,4.59,7.85,52
18439,2025-01-05,259,salida,4.04,7.26,164
18440,2025-04-09,168,salida,3.96,6.07,172
18441,2025-02-09,313,entrada,2.51,2.24,89
18442,2025-10-31,443,entrada,4.85,8.43,64
18443,2025-01-05,119,entrada,1.38,7.78,16
18444,2025-03-22,163,entrada,0.84,2.83,65
18445,2025-10-30,447,salida,3.28,5.28,4
18446,2025-09-02,333,salida,3.45,7.77,56
18447,2025-05-10,301,entrada,2.96,6.6,133
18448,2024-12-05,165,entrada,5.08,2.75,133
18449,2025-01-28,6,salida,2.38,6.06,65
18450,2025-02-05,403,salida,4.58,0.89,106
18451,2025-09-22,269,salida,2.11,7.4,108
18452,2025-08-13,187,entrada,4.72,7.09,0
18453,2024-12-08,73,salida,0.66,1.51,176
18454,2024-11-06,344,salida,1.54,0.37,142
18455,2025-02-22,439,salida,2.23,2.6,70
18456,2025-10-09,328,entrada,1.42,9.14,30
18457,2025-03-27,463,salida,4.63,9.06,9
18458,2025-04-26,294,salida,4.46,9.07,32
18459,2024-12-08,221,entrada,3.5,2.18,191
18460,2025-08-30,80,entrada,0.45,7.69,130
18461,2025-01-28,409,salida,1.42,8.73,178
18462,2025-05-01,93,salida,2.67,1.16,23
18463,2024-11-28,344,entrada,1.7,1.91,4
18464,2025-03-25,474,salida,0.31,3.85,17
18465,2025-10-24,407,entrada,1.24,8.46,4
18466,2024-12-16,313,salida,0.9,1.57,139
18467,2024-11-11,473,entrada,3.48,2.13,79
18468,2025-11-03,470,salida,4.14,4.27,13
18469,2025-10-07,282,entrada,4.83,5.51,166
18470,2024-11-07,426,salida,4.77,5.32,21
18471,2025-05-24,458,salida,2.42,5.74,102
18472,2025-05-29,213,salida,0.67,4.7,137
18473,2025-01-13,170,entrada,0.33,7.19,9
18474,2025-08-16,19,entrada,2.74,1.7,8
18475,2024-12-11,65,entrada,0.27,1.53,15
18476,2025-01-06,315,salida,2.61,4.04,27
18477,2025-05-31,202,salida,4.14,3.88,15
18478,2024-12-26,80,salida,4.52,4.94,106
18479,2025-05-14,192,entrada,4.57,4.88,47
18480,2025-01-26,159,salida,4.92,5.29,38
18481,2024-12-05,132,salida,2.61,2.76,96
18482,2025-01-22,179,salida,4.63,0.42,143
18483,2024-11-15,334,salida,4.9,1.52,110
18484,2025-07-19,387,entrada,3.7,6.67,4
18485,2025-06-28,189,entrada,1.88,7.53,148
18486,2024-12-21,95,salida,4.9,4.77,178
18487,2024-11-13,231,salida,1.94,2.6,43
18488,2025-08-07,387,entrada,4.93,2.12,150
18489,2025-08-26,250,entrada,3.47,5.8,170
18490,2025-04-14,472,salida,1.44,8.31,112
18491,2025-07-16,110,salida,2.62,8.74,73
18492,2025-07-07,287,salida,1.94,9.72,120
18493,2025-06-21,400,entrada,1.68,6.7,177
18494,2025-02-18,73,salida,2.51,7.47,116
18495,2025-05-08,209,entrada,0.85,5.62,70
18496,2024-11-21,403,entrada,4.18,6.67,82
18497,2024-11-12,117,entrada,0.33,5.49,54
18498,2025-07-04,385,entrada,3.65,5.85,14
18499,2025-05-13,435,salida,1.69,1.95,104
18500,2025-04-24,323,salida,0.18,3.53,73
18501,2025-07-29,311,salida,0.27,1.0,130
18502,2025-06-27,203,salida,1.24,0.83,183
18503,2025-04-22,424,salida,4.1,2.05,113
18504,2025-07-13,10,salida,2.31,5.96,101
18505,2025-01-12,88,entrada,2.9,6.99,2
18506,2025-02-13,62,salida,1.62,5.47,6
18507,2025-10-09,26,salida,4.04,0.97,123
18508,2025-07-10,326,entrada,4.25,6.7,2
18509,2024-11-23,279,entrada,3.85,5.93,56
18510,2025-07-17,139,entrada,1.15,6.03,140
18511,2025-09-27,267,salida,4.68,5.3,169
18512,2025-04-07,364,salida,1.6,7.93,109
18513,2025-05-25,292,salida,3.32,1.41,149
18514,2025-02-04,342,salida,2.57,6.45,49
18515,2025-06-13,371,salida,4.37,9.89,164
18516,2025-01-20,43,entrada,3.96,1.22,185
18517,2024-12-05,26,salida,3.02,3.27,145
18518,2025-10-23,394,salida,1.47,0.83,163
18519,2025-05-20,268,salida,0.41,1.42,8
18520,2025-07-02,130,entrada,0.6,9.96,147
18521,2025-10-16,204,salida,0.62,4.99,93
18522,2025-09-04,289,entrada,0.82,9.6,95
18523,2025-09-24,15,salida,2.5,2.36,20
18524,2025-08-18,55,salida,2.91,0.75,177
18525,2025-07-06,171,entrada,2.92,6.93,191
18526,2025-05-12,173,salida,4.77,8.33,98
18527,2025-02-24,24,salida,4.67,8.07,47
18528,2025-03-25,200,entrada,1.67,6.75,187
18529,2024-11-12,335,salida,2.82,9.71,189
18530,2025-01-08,490,salida,0.43,7.85,36
18531,2025-02-17,44,entrada,0.45,4.84,79
18532,2025-06-03,402,salida,0.8,5.14,47
18533,2025-01-14,341,salida,1.33,8.36,115
18534,2025-04-14,472,entrada,1.88,2.31,155
18535,2025-04-21,252,salida,2.67,1.02,10
18536,2025-09-14,203,salida,3.18,3.76,141
18537,2024-12-01,385,salida,0.64,9.1,57
18538,2025-02-19,423,salida,1.47,8.3,120
18539,2025-01-12,292,salida,4.55,9.93,102
18540,2025-04-18,152,salida,1.74,3.2,25
18541,2025-10-14,157,salida,1.57,6.81,161
18542,2025-02-07,289,salida,3.38,5.96,154
18543,2024-11-26,473,salida,2.94,2.5,61
18544,2025-05-10,489,entrada,1.54,3.36,39
18545,2025-07-20,91,salida,2.98,5.56,49
18546,2025-07-25,322,entrada,0.11,5.47,25
18547,2025-10-15,115,salida,4.32,9.41,142
18548,2024-12-29,208,salida,0.11,7.62,125
18549,2025-02-15,105,salida,0.4,4.02,20
18550,2025-02-02,401,entrada,3.0,4.2,187
18551,2025-05-14,425,entrada,4.12,6.75,40
18552,2025-05-15,331,entrada,0.31,5.64,98
18553,2025-04-08,207,salida,2.28,5.23,0
18554,2025-04-23,368,entrada,0.67,9.84,1
18555,2024-11-24,331,salida,4.53,0.57,79
18556,2025-07-31,473,salida,1.34,5.74,78
18557,2025-02-05,259,entrada,4.21,10.1,133
18558,2025-01-30,75,salida,4.39,6.07,155
18559,2025-06-30,426,salida,1.01,0.37,193
18560,2025-02-21,478,entrada,2.79,1.12,171
18561,2025-01-19,157,salida,0.18,7.88,117
18562,2024-12-27,7,salida,1.48,9.83,96
18563,2025-09-14,92,entrada,3.95,7.3,146
18564,2025-05-16,78,entrada,0.86,0.46,119
18565,2025-02-07,49,salida,0.64,9.44,176
18566,2024-12-27,58,salida,3.04,8.2,122
18567,2025-11-01,257,entrada,1.49,3.67,189
18568,2025-05-24,154,salida,2.47,6.72,145
18569,2024-12-30,489,entrada,1.87,0.28,49
18570,2024-12-26,482,salida,3.06,3.96,187
18571,2025-09-14,23,salida,3.11,4.42,92
18572,2025-07-10,449,salida,4.78,6.65,27
18573,2025-03-15,308,salida,0.77,2.93,105
18574,2025-04-09,368,entrada,1.66,4.26,193
18575,2025-02-02,494,entrada,4.55,7.18,82
18576,2025-07-18,47,entrada,4.81,8.88,149
18577,2025-09-06,134,salida,2.12,5.83,125
18578,2025-10-12,159,entrada,0.92,3.68,30
18579,2025-05-20,141,entrada,4.57,6.44,132
18580,2025-09-18,233,entrada,3.34,9.4,45
18581,2025-06-24,53,salida,0.16,8.06,161
18582,2025-06-10,445,salida,4.29,1.82,179
18583,2025-08-20,259,entrada,0.34,7.57,88
18584,2025-06-08,316,entrada,4.14,9.81,10
18585,2025-01-12,310,salida,2.43,4.18,126
18586,2025-07-11,399,entrada,4.21,8.06,143
18587,2025-08-20,259,entrada,4.53,3.23,115
18588,2025-09-06,66,entrada,1.33,4.54,128
18589,2025-08-18,82,salida,5.09,8.45,136
18590,2025-02-25,255,salida,3.55,8.97,2
18591,2025-01-01,313,entrada,5.09,6.35,72
18592,2025-06-25,141,entrada,0.87,7.13,116
18593,2025-11-05,157,salida,4.0,1.46,55
18594,2025-02-12,58,salida,2.04,0.71,90
18595,2025-10-28,461,salida,0.36,9.33,33
18596,2025-07-07,364,salida,2.61,3.24,30
18597,2025-09-15,191,salida,2.3,9.46,134
18598,2025-03-23,357,salida,1.19,6.83,16
18599,2025-08-20,208,entrada,0.4,6.69,124
18600,2025-08-24,132,entrada,1.72,1.18,186
18601,2025-08-02,289,entrada,2.41,0.91,44
18602,2025-09-11,378,salida,2.98,6.1,60
18603,2025-03-13,6,salida,0.9,8.13,43
18604,2025-06-14,409,entrada,3.83,9.41,134
18605,2024-11-10,216,salida,2.79,1.08,35
18606,2024-12-16,352,entrada,3.45,3.16,181
18607,2025-03-21,26,salida,0.85,1.72,165
18608,2025-08-23,317,salida,1.8,3.56,169
18609,2025-04-29,174,salida,3.91,3.12,176
18610,2025-04-13,448,entrada,4.19,5.24,31
18611,2025-07-28,113,entrada,4.58,6.01,126
18612,2024-11-15,207,salida,1.29,3.26,149
18613,2025-07-08,131,entrada,3.44,8.56,83
18614,2025-09-14,379,salida,3.95,1.63,101
18615,2025-06-22,302,salida,4.42,8.85,158
18616,2025-08-31,380,salida,4.12,0.29,90
18617,2025-08-07,112,salida,2.69,9.14,139
18618,2024-11-09,183,entrada,0.46,2.79,119
18619,2025-02-27,358,salida,0.42,0.51,164
18620,2025-07-23,305,entrada,0.98,6.23,175
18621,2025-10-18,139,salida,4.35,5.07,62
18622,2025-07-07,112,salida,2.01,4.89,95
18623,2024-12-13,291,salida,1.82,7.98,155
18624,2025-02-13,421,salida,3.9,0.68,34
18625,2025-04-24,474,salida,4.71,5.51,23
18626,2025-03-29,401,salida,1.62,6.23,83
18627,2025-08-13,151,salida,3.55,6.57,38
18628,2025-07-30,113,salida,0.23,7.05,111
18629,2025-01-29,118,salida,3.5,9.07,12
18630,2025-08-13,30,entrada,0.54,1.65,165
18631,2024-11-13,343,salida,0.92,9.48,96
18632,2025-07-29,386,salida,0.19,1.46,113
18633,2024-12-02,265,salida,3.15,4.83,26
18634,2025-05-28,109,salida,4.7,5.91,183
18635,2025-08-16,245,salida,3.8,8.27,84
18636,2025-09-19,317,salida,1.71,4.98,118
18637,2025-05-09,242,entrada,0.32,0.8,173
18638,2025-05-29,133,salida,0.24,6.42,104
18639,2025-08-13,455,entrada,3.57,0.64,179
18640,2024-12-31,4,salida,3.98,9.09,89
18641,2025-05-07,76,salida,4.23,5.86,20
18642,2025-04-04,104,salida,2.58,1.58,51
18643,2025-05-25,418,salida,2.5,5.03,196
18644,2024-12-18,22,entrada,2.34,3.34,50
18645,2025-08-05,304,salida,3.58,2.77,20
18646,2025-04-22,71,salida,0.32,3.23,97
18647,2025-08-19,378,salida,0.81,2.9,1
18648,2025-09-17,411,salida,2.44,1.4,174
18649,2025-03-02,261,entrada,1.39,4.41,163
18650,2024-11-20,363,salida,2.51,7.11,21
18651,2025-03-14,484,entrada,1.56,3.24,123
18652,2025-09-29,331,entrada,3.15,3.49,121
18653,2025-09-22,401,salida,2.29,3.11,117
18654,2025-07-19,9,salida,2.23,8.54,51
18655,2025-05-20,131,salida,3.01,1.75,82
18656,2024-12-16,412,salida,1.96,1.24,96
18657,2024-11-30,211,salida,1.18,8.25,115
18658,2025-10-17,135,entrada,1.46,8.27,42
18659,2025-10-12,34,salida,2.71,4.82,104
18660,2024-11-07,60,salida,3.57,0.64,61
18661,2025-03-14,360,entrada,0.97,2.96,164
18662,2025-06-16,230,salida,2.34,5.36,196
18663,2025-07-14,286,entrada,2.91,6.67,178
18664,2025-01-02,356,entrada,1.49,8.09,9
18665,2025-08-01,147,salida,2.84,9.15,38
18666,2024-12-12,244,entrada,3.02,6.44,67
18667,2025-03-15,146,salida,4.47,6.28,167
18668,2025-11-05,357,salida,3.11,9.03,194
18669,2025-10-28,470,entrada,3.82,9.23,35
18670,2025-08-27,176,salida,3.96,4.55,106
18671,2024-12-27,291,entrada,4.2,3.92,127
18672,2025-01-19,347,entrada,0.88,9.72,132
18673,2025-09-10,344,salida,0.3,8.63,138
18674,2024-11-09,277,salida,0.58,3.29,149
18675,2025-09-22,449,salida,0.99,0.33,149
18676,2025-09-11,290,entrada,0.96,4.67,22
18677,2025-10-04,26,entrada,3.73,10.13,175
18678,2025-08-24,465,entrada,4.36,4.41,104
18679,2025-07-12,46,salida,0.88,3.73,99
18680,2025-10-11,142,salida,4.05,6.43,59
18681,2025-10-17,292,salida,1.56,6.28,119
18682,2025-05-28,225,salida,0.39,4.93,47
18683,2025-09-28,191,salida,3.16,9.37,56
18684,2024-12-01,315,salida,2.06,3.81,89
18685,2025-10-18,121,salida,1.52,7.58,129
18686,2025-08-21,484,salida,0.84,1.58,1
18687,2025-09-18,134,entrada,4.05,8.0,66
18688,2025-09-03,431,salida,4.24,9.56,47
18689,2025-10-01,124,salida,2.96,6.19,168
18690,2025-10-17,251,salida,1.92,10.08,109
18691,2024-12-07,419,entrada,2.51,5.53,58
18692,2024-12-07,200,entrada,2.69,2.31,164
18693,2025-04-29,394,salida,2.94,1.81,157
18694,2025-04-23,402,salida,2.98,2.55,74
18695,2025-07-27,120,entrada,2.6,9.81,193
18696,2025-08-16,305,entrada,3.87,2.31,75
18697,2025-03-23,264,salida,3.12,6.0,110
18698,2025-07-23,167,entrada,0.64,9.43,106
18699,2025-02-27,83,salida,4.04,4.7,17
18700,2025-10-17,83,salida,1.24,8.2,84
18701,2025-10-09,23,entrada,2.9,9.45,172
18702,2025-07-15,497,salida,4.63,1.45,99
18703,2025-05-12,491,entrada,1.09,7.29,55
18704,2025-10-18,483,entrada,1.55,5.49,55
18705,2024-12-30,403,salida,2.51,1.82,191
18706,2025-02-18,284,entrada,0.59,2.41,91
18707,2025-07-21,325,salida,1.09,9.87,35
18708,2025-05-03,9,salida,3.14,9.46,71
18709,2024-12-01,496,salida,2.42,7.47,82
18710,2025-06-21,47,salida,0.17,5.94,17
18711,2025-02-24,297,entrada,3.75,7.05,77
18712,2025-10-21,106,salida,1.94,3.27,161
18713,2024-12-12,215,salida,3.73,3.35,73
18714,2025-09-30,152,salida,4.12,3.64,12
18715,2025-09-28,76,salida,0.37,0.64,180
18716,2025-03-17,140,salida,5.04,2.99,159
18717,2025-01-09,153,salida,4.29,10.03,8
18718,2025-07-25,65,salida,0.46,8.27,180
18719,2025-05-06,229,entrada,1.26,8.53,66
18720,2025-06-25,134,salida,0.89,9.67,181
18721,2025-02-18,61,salida,4.12,5.62,80
18722,2025-06-27,346,salida,2.6,7.31,59
18723,2025-05-03,215,salida,0.65,8.85,75
18724,2024-12-09,198,entrada,2.36,2.91,9
18725,2024-12-24,275,entrada,2.09,5.51,196
18726,2025-02-01,485,salida,3.37,5.74,3
18727,2025-03-13,334,entrada,4.55,8.44,160
18728,2025-09-04,494,salida,3.48,6.31,77
18729,2025-04-23,327,entrada,4.32,6.82,171
18730,2025-02-19,184,entrada,4.97,3.77,18
18731,2025-09-08,85,salida,1.33,2.13,14
18732,2025-02-17,315,salida,1.25,5.78,124
18733,2025-05-31,468,entrada,3.31,0.81,141
18734,2025-07-25,261,entrada,2.7,7.15,181
18735,2025-11-01,214,entrada,3.61,5.07,16
18736,2025-10-15,15,salida,4.96,9.22,135
18737,2024-11-21,443,salida,2.34,1.6,6
18738,2025-06-11,189,salida,4.02,2.34,96
18739,2025-01-22,413,salida,2.9,10.19,35
18740,2025-06-20,183,entrada,3.65,5.6,116
18741,2025-07-06,59,entrada,0.22,2.87,147
18742,2025-06-10,334,entrada,0.84,4.96,161
18743,2025-02-20,64,salida,2.43,0.86,48
18744,2024-12-03,151,salida,3.3,2.68,137
18745,2025-01-15,462,entrada,2.02,0.79,107
18746,2024-12-27,468,salida,0.14,7.36,42
18747,2025-04-19,109,salida,1.55,8.35,25
18748,2025-09-20,235,entrada,2.65,5.43,42
18749,2025-03-18,346,salida,1.77,6.01,197
18750,2025-09-24,423,salida,4.62,7.65,72
18751,2025-05-30,405,entrada,3.25,1.66,199
18752,2025-01-18,161,entrada,2.71,8.18,38
18753,2025-08-12,202,salida,1.58,8.37,102
18754,2024-12-07,130,salida,3.65,6.9,34
18755,2025-01-05,429,salida,4.96,9.27,177
18756,2024-11-23,399,entrada,0.32,1.92,131
18757,2025-10-21,96,salida,3.92,1.62,126
18758,2025-02-07,489,entrada,1.05,0.8,165
18759,2024-12-07,11,entrada,1.71,2.39,77
18760,2025-07-05,356,entrada,1.23,4.33,54
18761,2025-05-13,364,entrada,1.77,4.88,182
18762,2025-07-07,111,salida,3.91,1.52,66
18763,2025-08-05,12,salida,3.72,0.91,51
18764,2024-11-13,117,entrada,4.19,6.99,151
18765,2025-09-26,482,salida,3.22,6.0,57
18766,2025-03-09,338,salida,1.0,1.97,77
18767,2025-05-13,42,entrada,1.25,10.02,106
18768,2025-03-16,177,salida,1.69,1.98,176
18769,2025-07-06,16,salida,2.81,2.44,92
18770,2024-11-10,439,salida,3.9,3.9,40
18771,2025-10-18,484,entrada,3.18,2.39,29
18772,2025-06-04,435,salida,2.12,1.94,183
18773,2025-10-09,82,salida,2.77,2.74,98
18774,2024-11-29,490,salida,1.19,0.85,159
18775,2025-06-06,168,salida,3.67,6.07,31
18776,2025-07-15,198,entrada,3.4,1.21,8
18777,2025-10-17,303,salida,1.4,3.54,118
18778,2025-08-18,44,entrada,1.53,4.06,121
18779,2025-04-22,242,entrada,2.62,9.69,14
18780,2025-05-03,434,salida,3.27,1.49,147
18781,2025-01-19,448,entrada,3.34,7.68,179
18782,2025-07-11,486,entrada,0.95,4.02,110
18783,2024-12-15,295,entrada,3.22,3.44,71
18784,2025-04-26,497,salida,1.08,8.52,175
18785,2025-03-14,98,salida,2.5,3.08,64
18786,2024-11-26,312,salida,1.11,2.28,123
18787,2025-03-09,261,salida,1.84,3.04,95
18788,2024-11-27,231,entrada,4.93,3.97,115
18789,2025-09-01,383,entrada,4.14,2.58,35
18790,2024-12-26,107,salida,4.15,2.53,161
18791,2024-11-21,205,salida,4.9,7.77,166
18792,2025-08-05,411,entrada,4.11,8.99,193
18793,2025-08-25,73,salida,3.3,2.96,48
18794,2024-11-25,419,salida,2.29,5.56,88
18795,2025-04-29,155,salida,3.29,2.32,159
18796,2025-01-27,364,salida,4.95,2.4,125
18797,2025-01-20,9,salida,4.19,9.9,186
18798,2025-11-01,210,entrada,4.96,9.56,21
18799,2025-06-15,44,salida,0.4,7.6,109
18800,2025-01-26,256,entrada,1.01,3.36,19
18801,2025-08-22,467,salida,4.73,0.3,27
18802,2025-01-18,283,salida,2.86,4.34,86
18803,2025-03-03,259,salida,3.98,0.56,64
18804,2025-04-18,257,salida,1.25,4.58,118
18805,2024-12-20,62,entrada,4.93,4.21,83
18806,2025-04-09,311,entrada,2.39,5.55,119
18807,2025-05-25,437,entrada,0.91,9.52,150
18808,2025-06-14,153,entrada,1.24,5.87,140
18809,2025-06-24,402,salida,1.52,2.02,10
18810,2025-04-12,283,entrada,2.07,8.46,53
18811,2024-12-15,153,salida,1.6,6.98,178
18812,2025-01-09,416,entrada,0.7,3.91,60
18813,2025-03-14,305,entrada,1.07,1.17,104
18814,2025-08-02,299,entrada,2.49,9.12,137
18815,2024-11-08,147,salida,1.54,3.01,137
18816,2025-06-09,444,salida,1.41,8.92,111
18817,2025-07-05,227,salida,0.85,1.63,89
18818,2025-04-13,391,entrada,1.45,3.3,174
18819,2025-04-07,105,salida,4.61,2.11,119
18820,2025-10-10,498,entrada,0.41,0.39,125
18821,2025-11-03,2,salida,3.23,1.58,118
18822,2025-05-05,102,salida,0.93,1.84,168
18823,2025-05-18,26,salida,2.15,3.61,26
18824,2025-02-20,240,entrada,5.01,6.22,18
18825,2024-12-04,383,salida,2.93,2.57,14
18826,2025-02-08,490,salida,3.82,2.5,50
18827,2025-06-21,369,salida,4.05,6.09,197
18828,2025-05-04,146,salida,3.76,4.9,186
18829,2024-12-24,427,entrada,2.81,1.49,10
18830,2025-01-05,88,entrada,1.26,8.73,48
18831,2025-09-21,429,salida,4.59,3.68,98
18832,2024-11-06,288,salida,3.15,8.12,151
18833,2025-03-30,454,entrada,1.37,8.46,47
18834,2025-06-23,322,salida,2.5,0.44,60
18835,2025-01-31,107,entrada,0.32,4.22,0
18836,2025-07-25,131,entrada,4.45,3.53,10
18837,2025-03-18,223,entrada,0.19,2.41,73
18838,2025-05-26,489,salida,1.66,1.23,40
18839,2025-08-17,69,entrada,1.39,10.16,57
18840,2025-07-25,273,entrada,0.23,7.16,127
18841,2025-05-23,46,entrada,1.04,4.95,154
18842,2025-04-16,40,salida,1.37,2.07,190
18843,2025-06-25,25,entrada,0.65,8.68,156
18844,2025-09-30,51,entrada,1.68,6.81,117
18845,2024-11-09,408,salida,3.8,1.27,178
18846,2024-11-30,63,salida,1.13,0.5,67
18847,2025-08-15,332,salida,0.55,6.01,81
18848,2025-06-20,56,entrada,3.73,10.04,115
18849,2025-04-07,212,entrada,3.44,8.51,79
18850,2025-05-17,446,entrada,3.29,7.02,63
18851,2025-03-18,132,entrada,0.39,4.44,20
18852,2025-06-03,98,entrada,4.76,7.53,158
18853,2024-11-13,495,entrada,3.71,1.05,181
18854,2025-05-22,347,salida,2.64,8.9,93
18855,2025-06-28,36,salida,1.16,2.65,76
18856,2025-04-06,199,salida,1.62,6.52,22
18857,2025-10-19,115,salida,1.31,1.92,48
18858,2025-02-27,261,salida,1.97,7.63,6
18859,2024-12-10,156,salida,4.3,7.95,84
18860,2025-07-17,25,salida,2.15,6.43,43
18861,2025-06-11,363,entrada,1.34,5.71,16
18862,2025-05-09,22,entrada,0.43,5.3,179
18863,2024-12-01,279,salida,4.02,9.65,25
18864,2024-12-25,461,entrada,1.43,5.53,165
18865,2025-10-14,340,salida,0.85,9.65,54
18866,2025-06-27,458,entrada,3.02,8.7,193
18867,2025-04-10,458,salida,4.82,0.63,12
18868,2025-01-28,382,salida,0.97,7.78,81
18869,2025-01-29,389,salida,4.7,3.84,130
18870,2025-10-27,406,salida,4.52,6.33,117
18871,2025-09-03,437,salida,3.46,9.69,140
18872,2025-05-21,455,salida,1.57,9.38,185
18873,2025-08-18,368,salida,1.74,2.82,143
18874,2025-03-11,274,salida,4.04,6.83,42
18875,2025-05-29,489,entrada,0.58,4.39,38
18876,2025-09-08,421,entrada,2.83,6.13,14
18877,2024-11-27,64,salida,0.15,6.48,28
18878,2025-07-15,19,salida,0.92,5.9,197
18879,2025-04-25,2,salida,3.3,5.6,106
18880,2024-11-21,264,salida,2.04,4.28,171
18881,2025-04-22,497,salida,2.41,3.58,141
18882,2025-10-13,45,entrada,0.47,5.03,128
18883,2025-09-14,402,salida,4.87,9.99,74
18884,2025-02-01,123,salida,2.19,0.87,102
18885,2025-03-13,68,salida,3.09,1.67,103
18886,2025-04-11,12,salida,2.59,1.72,153
