reserva_id,cliente_id,mesa_id,fecha,personas,canal
6128,33281,57,2025-04-11,4,telefono
6129,41395,147,2025-09-11,4,telefono
6130,38482,87,2025-03-13,4,web
6131,23756,10,2025-01-19,4,telefono
6132,5783,92,2025-04-16,2,app
6133,48591,108,2025-05-22,2,
6134,22130,163,2025-08-13,3,telefono
6135,46248,54,2025-05-11,2,telefono
6136,20736,167,2025-06-22,2,web
6137,30621,125,2025-03-13,3,app
6138,24213,177,2025-06-05,1,telefono
6139,10078,123,2025-03-08,4,telefono
6140,16301,84,2025-06-01,2,web
6141,31846,149,2025-04-27,4,app
6142,12301,9,2024-12-12,4,web
6143,2181,3,2025-06-18,2,telefono
6144,26465,81,2025-09-16,4,app
6145,30422,95,2025-09-26,4,web
6146,38850,154,2025-04-09,2,app
6147,31404,52,2025-08-07,2,telefono
6148,14134,142,2025-05-03,6,telefono
6149,32052,7,2025-10-03,4,web
6150,49281,126,2025-05-16,2,web
6151,13107,154,2025-05-13,2,telefono
6152,40798,105,2025-07-21,2,web
6153,23223,58,2025-05-29,2,
6154,17172,167,2025-02-05,2,telefono
6155,12499,137,2025-09-22,1,web
6156,19085,8,2025-10-01,2,app
6157,29027,22,2025-05-28,2,web
6158,20870,155,2024-12-26,4,telefono
6159,14631,101,2025-03-18,1,telefono
6160,37151,162,2024-11-22,2,web
6161,38345,165,2025-06-13,2,
6162,15522,175,2024-11-06,6,web
6163,42650,121,2025-03-20,2,telefono
6164,37486,123,2025-02-20,3,app
6165,16064,33,2025-02-28,2,app
6166,43233,87,2025-01-23,2,web
6167,42697,128,2025-06-29,4,telefono
6168,25246,62,2025-05-07,4,app
6169,43394,88,2025-09-05,2,telefono
6170,1269,52,2025-09-02,2,telefono
6171,39791,160,2025-06-30,2,telefono
6172,1945,33,2025-04-02,2,web
6173,31705,158,2025-09-27,4,app
6174,26780,1,2025-02-05,2,app
6175,15498,133,2025-08-13,2,app
6176,46278,145,2025-09-14,2,
6177,29072,173,2025-10-02,2,app
6178,148,61,2025-10-05,5,web
6179,15596,11,2025-03-31,4,app
6180,49626,108,2025-05-19,4,web
6181,42729,107,2025-06-17,2,app
6182,40851,89,2025-01-19,4,telefono
6183,41880,73,2025-01-21,2,telefono
6184,31918,102,2024-12-24,4,telefono
6185,15404,80,2024-12-13,4,app
6186,24064,115,2025-10-06,2,app
6187,40696,61,2024-12-13,3,telefono
6188,45063,76,2025-09-05,2,app
6189,34218,142,2025-03-18,2,web
6190,17898,16,2025-09-28,2,telefono
6191,14119,108,2025-10-11,4,telefono
6192,16635,171,2025-07-15,2,telefono
6193,13107,19,2025-06-16,2,telefono
6194,30232,175,2025-07-16,4,web
6195,23152,135,2025-06-01,2,app
6196,6250,77,2025-10-27,2,telefono
6197,38877,95,2025-10-14,5,app
6198,12495,24,2025-04-21,2,web
6199,40230,152,2025-10-26,2,telefono
6200,26575,143,2025-10-06,2,app
6201,37393,170,2025-02-02,5,telefono
6202,38865,35,2025-06-26,2,web
6203,47722,9,2024-12-16,2,web
6204,40076,172,2025-06-03,2,
6205,28752,103,2025-06-18,2,web
6206,14743,159,2025-01-01,5,app
6207,22381,137,2025-06-08,5,app
6208,28550,33,2024-12-14,1,web
6209,41259,18,2025-07-02,2,web
6210,8162,33,2024-11-08,3,app
6211,20961,99,2025-10-30,6,telefono
6212,42534,141,2025-09-30,2,telefono
6213,4515,114,2025-01-16,2,telefono
6214,47273,3,2024-12-11,4,web
6215,47607,56,2024-11-12,1,app
6216,49356,83,2025-08-26,1,telefono
6217,825,4,2025-01-15,4,telefono
6218,8508,5,2025-03-16,3,web
6219,18875,18,2025-06-28,4,app
6220,45556,50,2025-08-01,1,web
6221,29178,65,2024-11-28,2,telefono
6222,22201,179,2025-09-29,4,app
6223,24663,104,2025-09-09,2,web
6224,23901,73,2024-12-07,2,telefono
6225,4156,65,2025-04-13,4,web
6226,26413,56,2025-03-27,3,telefono
6227,14367,99,2025-08-31,2,app
6228,7944,125,2025-06-06,2,
6229,10595,21,2025-10-05,3,web
6230,40010,125,2025-04-20,1,telefono
6231,36350,87,2025-02-13,3,
6232,17232,72,2024-12-25,3,web
6233,27056,38,2025-06-30,2,telefono
6234,12472,70,2025-08-16,4,web
6235,49416,160,2025-02-27,3,web
6236,35051,5,2025-08-01,6,app
6237,17279,116,2025-02-04,5,telefono
6238,10016,53,2025-10-12,1,web
6239,46606,171,2025-02-14,2,web
6240,11707,162,2025-02-21,2,web
6241,34179,95,2024-11-28,4,app
6242,35990,143,2025-05-04,4,app
6243,35383,47,2024-12-20,2,telefono
6244,30621,101,2025-08-15,3,
6245,33200,6,2025-01-15,5,telefono
6246,7362,90,2025-03-23,2,app
6247,21146,32,2025-11-01,4,telefono
6248,20593,178,2025-03-27,1,app
6249,41566,76,2025-03-02,3,app
6250,10964,64,2025-09-18,1,
6251,32013,125,2025-06-07,2,app
6252,35072,60,2025-09-02,4,app
6253,12131,26,2024-12-21,2,telefono
6254,28264,115,2025-09-27,4,web
6255,47142,123,2025-07-29,2,web
6256,44017,118,2025-03-16,6,telefono
6257,47721,137,2025-08-03,2,app
6258,29200,151,2025-11-02,2,web
6259,10110,23,2025-07-21,6,app
6260,1052,40,2025-05-01,4,app
6261,30145,139,2025-05-24,2,app
6262,13634,73,2025-05-14,3,
6263,19709,7,2025-05-07,3,app
6264,38462,30,2025-02-15,4,telefono
6265,25556,147,2025-04-08,3,web
6266,37619,66,2024-11-18,6,
6267,17108,68,2024-12-21,1,web
6268,35919,34,2025-09-20,3,telefono
6269,39766,154,2025-06-05,2,web
6270,28134,78,2024-11-26,5,telefono
6271,9301,43,2025-04-10,2,telefono
6272,8377,120,2025-03-14,1,web
6273,47207,132,2025-01-01,1,web
6274,119,14,2025-03-15,2,app
6275,41188,121,2025-09-09,2,web
6276,24321,49,2025-10-04,2,app
6277,16502,75,2025-10-28,2,web
6278,23356,154,2025-05-20,3,telefono
6279,44712,123,2025-09-23,2,web
6280,26148,14,2025-01-27,4,telefono
6281,39748,177,2024-11-10,2,telefono
6282,37478,57,2025-06-01,2,telefono
6283,48108,55,2025-01-14,2,app
6284,4821,162,2024-12-21,2,telefono
6285,20282,148,2025-04-07,4,app
6286,10635,58,2025-01-27,3,app
6287,24574,81,2024-12-20,4,app
6288,28244,68,2025-03-31,2,
6289,5658,130,2025-06-25,2,app
6290,32571,115,2024-12-22,2,app
6291,44371,63,2025-02-07,5,telefono
6292,20906,75,2025-08-24,2,app
6293,46688,42,2025-08-27,2,telefono
6294,12266,37,2025-02-15,1,web
6295,762,7,2025-05-01,5,telefono
6296,22655,46,2025-03-29,4,telefono
6297,17928,116,2025-01-02,4,app
6298,28641,23,2025-07-27,3,web
6299,45293,50,2024-11-26,2,web
6300,5295,128,2025-10-14,3,app
6301,47840,100,2025-10-27,3,web
6302,4414,176,2025-03-02,6,
6303,44925,142,2025-08-01,5,telefono
6304,34624,58,2024-12-08,2,app
6305,33344,7,2025-07-24,5,web
6306,34421,117,2025-06-18,1,app
6307,19635,62,2025-04-14,2,telefono
6308,30032,18,2025-08-08,2,telefono
6309,49671,62,2025-08-18,2,telefono
6310,48590,131,2025-02-11,5,app
6311,41494,142,2025-05-30,3,app
6312,17968,173,2024-11-10,1,telefono
6313,10254,39,2025-11-03,2,app
6314,47769,98,2025-02-03,5,telefono
6315,173,170,2025-09-20,2,web
6316,21588,45,2025-06-18,2,telefono
6317,16036,77,2025-10-28,2,telefono
6318,18541,51,2025-03-22,2,web
6319,28090,71,2025-09-09,2,telefono
6320,49414,51,2024-12-18,2,app
6321,39008,28,2025-11-02,2,web
6322,43936,9,2025-07-04,2,web
6323,47916,165,2025-04-09,2,telefono
6324,23762,50,2025-02-08,3,telefono
6325,41391,110,2025-09-02,1,web
6326,35836,126,2025-10-13,4,web
6327,8098,6,2025-10-27,2,app
6328,48887,75,2024-11-29,2,app
6329,35737,75,2024-12-03,2,
6330,14286,51,2025-09-28,1,app
6331,18746,146,2025-04-14,2,app
6332,39879,12,2024-12-15,1,telefono
6333,36348,4,2025-10-03,2,telefono
6334,40353,123,2025-06-19,2,web
6335,48046,70,2024-11-22,2,app
6336,22350,133,2025-08-15,2,
6337,5728,109,2025-02-23,3,web
6338,24906,95,2025-10-04,4,app
6339,25122,179,2025-10-08,3,web
6340,44107,113,2025-06-17,3,app
6341,12288,178,2025-09-01,2,telefono
6342,398,90,2024-12-20,2,app
6343,32288,67,2025-10-04,2,telefono
6344,42834,118,2025-10-02,2,
6345,23547,103,2025-10-24,2,telefono
6346,8926,66,2024-12-13,2,app
6347,45046,126,2025-07-25,4,app
6348,36825,68,2025-09-18,5,web
6349,22159,85,2025-10-03,6,web
6350,16130,156,2025-08-03,4,web
6351,34206,14,2025-04-24,3,app
6352,30561,124,2025-07-25,4,app
6353,11059,23,2025-03-08,3,web
6354,47780,169,2025-08-26,4,
6355,40877,51,2025-02-12,2,telefono
6356,38727,116,2025-01-06,3,app
6357,17380,109,2025-11-01,2,app
6358,34224,19,2025-06-23,3,web
6359,47173,91,2025-08-21,2,web
6360,37133,32,2025-08-17,2,app
6361,45834,106,2025-10-07,2,app
6362,7899,104,2025-01-16,2,web
6363,12517,43,2025-03-11,1,app
6364,1543,73,2025-01-03,1,web
6365,185,172,2024-12-28,1,web
6366,2070,130,2025-08-10,3,telefono
6367,5642,8,2025-04-27,2,web
6368,19094,2,2025-05-08,5,web
6369,4820,99,2025-07-22,4,web
6370,9364,73,2024-12-27,1,app
6371,18173,73,2025-06-01,4,app
6372,44215,53,2025-04-22,4,telefono
6373,30508,141,2025-05-19,2,web
6374,41387,172,2025-07-23,3,web
6375,40161,85,2024-12-08,4,telefono
6376,47849,36,2025-08-30,2,telefono
6377,47793,99,2024-11-21,2,app
6378,47017,159,2025-10-07,2,app
6379,49367,49,2024-11-17,2,web
6380,13382,36,2025-03-05,3,app
6381,6213,41,2025-02-14,4,app
6382,16362,156,2025-02-26,4,web
6383,23113,168,2025-08-05,5,app
6384,20774,79,2025-09-10,3,telefono
6385,21643,69,2025-03-24,5,web
6386,38494,16,2025-09-21,1,
6387,32637,21,2025-07-23,4,app
6388,12558,13,2025-10-17,5,telefono
6389,20161,64,2025-10-21,4,app
6390,8056,130,2025-04-18,2,app
6391,48472,70,2025-08-30,2,web
6392,43248,11,2025-09-04,6,telefono
6393,36287,166,2025-02-02,3,web
6394,37298,140,2025-07-09,3,web
6395,35277,86,2025-02-24,3,telefono
6396,9052,84,2025-10-24,2,web
6397,1495,88,2025-04-28,2,web
6398,10104,55,2025-08-08,2,web
6399,45126,89,2025-10-20,4,web
6400,8891,96,2024-11-28,2,web
6401,23690,103,2025-02-27,2,app
6402,33977,114,2025-01-20,6,web
6403,7503,134,2024-11-29,3,web
6404,40014,12,2025-02-06,2,app
6405,21890,9,2025-10-29,4,app
6406,39154,7,2024-11-14,2,telefono
6407,4783,22,2025-08-11,2,telefono
6408,18454,96,2025-10-29,4,telefono
6409,2772,54,2024-11-07,6,web
6410,19303,55,2025-09-11,2,web
6411,40680,132,2024-11-13,2,telefono
6412,48248,81,2024-12-03,1,web
6413,43748,123,2025-07-22,2,
6414,46341,40,2025-07-09,2,app
6415,12528,67,2025-04-03,2,web
6416,42480,8,2024-12-18,5,web
6417,36659,162,2025-06-17,3,telefono
6418,39314,38,2025-02-15,2,web
6419,26897,108,2025-09-22,1,telefono
6420,44892,123,2024-12-07,6,web
6421,25896,174,2024-11-27,2,web
6422,8608,8,2025-09-28,4,app
6423,17882,36,2025-08-24,2,web
6424,7869,133,2024-12-03,2,telefono
6425,34088,37,2025-04-01,2,app
6426,12123,43,2025-09-12,4,web
6427,10911,26,2025-05-18,3,telefono
6428,46462,173,2025-03-07,2,app
6429,49943,71,2025-01-16,3,telefono
6430,13747,162,2025-05-31,2,web
6431,5329,104,2025-09-29,5,web
6432,1805,81,2025-07-10,2,web
6433,10907,46,2025-02-03,4,web
6434,879,60,2025-08-02,2,app
6435,22324,38,2025-01-19,2,telefono
6436,10440,9,2025-07-13,2,telefono
6437,47995,122,2025-03-15,2,app
6438,2697,78,2025-10-01,4,telefono
6439,43151,16,2024-11-25,3,telefono
6440,3557,25,2025-06-18,6,telefono
6441,47454,109,2025-08-23,5,app
6442,35683,32,2024-11-18,4,app
6443,837,140,2025-01-08,4,web
6444,25173,155,2025-09-02,2,app
6445,34814,162,2024-11-09,3,web
6446,521,147,2025-07-22,2,web
6447,48840,149,2025-09-18,2,app
6448,31359,60,2025-09-17,2,telefono
6449,13070,12,2025-05-22,4,app
6450,25003,4,2025-10-10,2,app
6451,43753,6,2025-07-22,2,telefono
6452,38393,20,2025-06-30,4,web
6453,22675,151,2025-03-24,2,web
6454,3356,143,2025-09-26,3,app
6455,35469,116,2025-03-31,3,telefono
6456,26386,108,2025-07-16,4,web
6457,2406,149,2025-07-12,4,app
6458,36739,122,2025-03-21,2,
6459,29792,112,2025-05-17,3,
6460,23412,15,2025-04-05,2,app
6461,2902,112,2025-04-06,2,telefono
6462,6548,24,2024-12-29,5,web
6463,16380,56,2025-10-14,4,app
6464,22662,45,2025-10-12,2,telefono
6465,18307,96,2025-02-13,3,web
6466,36676,159,2025-01-29,5,app
6467,45303,45,2025-09-28,3,
6468,38740,88,2025-03-11,3,telefono
6469,45484,31,2025-01-22,1,web
6470,32727,93,2025-09-30,2,web
6471,30564,87,2024-12-05,2,telefono
6472,20982,109,2025-07-03,4,
6473,12695,76,2025-05-27,4,app
6474,27751,174,2025-04-24,2,app
6475,3766,78,2025-01-29,5,app
6476,26030,84,2025-08-16,4,app
6477,17824,160,2025-02-15,2,web
6478,10226,130,2025-05-24,4,app
6479,11989,18,2025-05-14,1,telefono
6480,5340,143,2025-06-06,2,telefono
6481,5319,59,2025-03-12,2,web
6482,47736,54,2025-09-29,4,telefono
6483,33338,10,2025-04-01,3,telefono
6484,29838,160,2024-11-27,1,web
6485,41468,73,2025-10-16,2,web
6486,14516,72,2024-12-31,4,web
6487,155,63,2024-12-07,4,telefono
6488,32445,54,2025-04-12,2,app
6489,7115,43,2024-11-26,4,app
6490,43678,94,2025-04-20,5,app
6491,907,42,2024-11-11,2,web
6492,5228,2,2025-03-02,2,telefono
6493,7120,102,2025-05-10,2,
6494,36081,114,2025-07-30,3,web
6495,47203,21,2025-01-16,3,app
6496,14677,160,2024-12-23,6,telefono
6497,20250,166,2025-08-22,5,web
6498,6574,16,2025-05-22,4,telefono
6499,16878,60,2024-12-17,4,telefono
6500,2481,90,2025-06-06,3,app
6501,18457,18,2025-05-15,2,telefono
6502,39467,75,2025-06-12,4,app
6503,46649,167,2025-03-29,2,web
6504,42353,42,2025-05-08,2,web
6505,36672,44,2025-08-11,1,telefono
6506,26099,12,2025-05-21,4,app
6507,3118,142,2025-10-16,2,web
6508,46873,69,2024-11-25,4,telefono
6509,41078,133,2024-11-25,4,web
6510,30062,110,2025-02-27,4,app
6511,16182,87,2025-09-21,3,web
6512,21841,173,2025-07-29,3,app
6513,7767,122,2025-03-30,2,telefono
6514,15881,124,2025-09-26,3,telefono
6515,44758,51,2025-07-30,3,web
6516,8275,81,2025-06-02,6,telefono
6517,45567,154,2025-03-04,2,web
6518,11545,27,2025-02-24,2,app
6519,37920,127,2025-04-08,2,telefono
6520,1744,178,2025-06-22,2,app
6521,29230,126,2024-11-16,1,telefono
6522,9053,27,2025-07-17,4,app
6523,2409,135,2024-11-26,2,app
6524,29782,1,2025-04-04,2,telefono
6525,34584,148,2025-03-11,2,web
6526,7079,160,2025-01-03,2,
6527,1863,72,2024-12-30,4,app
6528,20582,121,2024-11-23,3,app
6529,8883,151,2025-01-02,1,web
6530,16547,147,2025-01-07,2,telefono
6531,23089,83,2025-09-24,4,telefono
6532,2019,178,2025-07-07,3,telefono
6533,39876,69,2025-09-15,4,telefono
6534,36693,145,2025-07-19,2,telefono
6535,3452,93,2025-01-23,2,app
6536,31351,111,2025-06-19,3,web
6537,40555,151,2025-06-21,3,telefono
6538,34102,17,2025-08-14,5,app
6539,20962,66,2025-10-02,4,web
6540,1333,27,2025-05-03,4,telefono
6541,9207,58,2025-08-23,4,web
6542,17453,145,2025-10-15,2,app
6543,6823,62,2024-11-29,3,web
6544,4837,173,2024-12-30,2,app
6545,18633,36,2025-04-12,2,telefono
6546,24319,139,2025-06-13,2,web
6547,29763,170,2025-01-03,2,app
6548,38482,49,2025-06-20,3,
6549,4092,171,2025-02-26,2,app
6550,28285,138,2025-05-09,3,app
6551,2515,38,2025-04-27,2,app
6552,28533,79,2025-05-23,3,app
6553,16789,47,2025-05-29,2,app
6554,8264,69,2025-03-02,2,web
6555,14391,74,2025-04-17,3,web
6556,14035,146,2025-04-21,2,app
6557,15661,47,2025-04-27,2,web
6558,4504,11,2025-10-24,2,app
6559,46107,154,2025-05-07,3,
6560,45732,38,2025-04-23,2,app
6561,26429,83,2025-09-02,4,telefono
6562,34238,1,2025-04-03,4,
6563,11291,113,2025-03-01,2,app
6564,9338,158,2025-08-26,2,web
6565,21185,79,2025-01-27,2,telefono
6566,24400,38,2025-09-24,3,app
6567,17036,17,2025-01-22,5,app
6568,17178,140,2025-07-10,5,app
6569,42036,119,2025-01-19,1,telefono
6570,16961,140,2025-01-01,2,app
6571,37630,24,2025-02-27,2,web
6572,18430,110,2025-06-25,5,web
6573,39226,172,2024-11-14,2,telefono
6574,12335,97,2025-07-31,4,telefono
6575,9771,131,2025-01-20,4,web
6576,45139,17,2024-11-22,2,app
6577,34847,6,2025-06-26,2,web
6578,46808,98,2025-08-09,3,web
6579,7531,11,2025-03-26,2,
6580,31117,80,2025-09-18,2,app
6581,45507,78,2025-03-02,2,web
6582,36373,23,2025-09-13,2,
6583,36137,131,2025-06-12,2,app
6584,18679,65,2025-02-17,3,web
6585,36616,18,2025-02-09,3,telefono
6586,5681,73,2025-05-21,2,telefono
6587,38444,55,2025-05-17,2,app
6588,27634,3,2025-02-10,5,telefono
6589,10020,151,2025-04-20,1,web
6590,36719,98,2024-11-08,3,web
6591,12592,69,2025-05-16,4,app
6592,17167,136,2025-06-24,2,app
6593,47524,76,2025-09-19,2,app
6594,31948,139,2025-05-04,2,app
6595,39267,60,2025-08-10,2,telefono
6596,1089,145,2025-07-12,5,web
6597,36643,25,2025-06-03,2,
6598,24602,13,2025-02-20,4,app
6599,22110,128,2025-05-13,3,app
6600,49851,86,2025-08-27,2,web
6601,1283,82,2025-02-01,3,telefono
6602,30918,156,2025-07-01,2,telefono
6603,28199,125,2025-05-12,2,telefono
6604,21161,59,2025-03-17,1,web
6605,43542,121,2025-04-21,6,app
6606,36247,130,2025-03-30,3,telefono
6607,49880,117,2024-12-20,2,telefono
6608,18721,47,2025-07-21,6,app
6609,32136,88,2025-09-02,2,app
6610,26153,124,2025-05-11,2,web
6611,10786,63,2025-01-15,2,app
6612,17171,17,2025-06-02,2,app
6613,46098,114,2025-06-01,4,telefono
6614,14311,133,2025-10-05,1,
6615,902,69,2025-01-03,3,telefono
6616,29330,27,2025-08-20,2,web
6617,37795,170,2025-08-22,2,telefono
6618,42464,71,2025-03-10,4,telefono
6619,26242,7,2025-08-01,2,telefono
6620,12611,33,2025-11-04,4,telefono
6621,2067,74,2025-06-20,5,
6622,865,79,2025-10-26,2,telefono
6623,7536,5,2025-08-07,2,telefono
6624,14226,73,2025-09-25,2,app
6625,31590,125,2025-05-12,2,web
6626,15845,136,2025-02-06,2,app
6627,35821,9,2025-04-07,3,web
6628,30996,85,2025-06-28,1,telefono
6629,7496,56,2024-12-28,3,telefono
6630,1531,59,2025-02-14,2,web
6631,10509,154,2025-04-19,2,app
6632,15257,93,2024-11-07,3,app
6633,11623,38,2025-10-22,3,app
6634,21009,143,2025-04-23,4,web
6635,25459,43,2025-08-03,5,telefono
6636,10534,110,2025-02-15,2,web
6637,15395,4,2025-01-11,2,telefono
6638,24750,96,2025-08-15,2,web
6639,29448,84,2025-01-23,1,web
6640,20393,98,2025-08-12,3,app
6641,9830,122,2025-05-19,3,telefono
6642,34715,157,2025-05-08,3,web
6643,40679,10,2025-09-19,1,telefono
6644,37585,93,2024-11-10,1,telefono
6645,37045,91,2025-01-22,3,web
6646,36459,14,2025-10-22,6,web
6647,12868,47,2025-08-23,4,web
6648,40789,155,2025-10-05,4,web
6649,40739,150,2025-05-23,6,web
6650,14066,9,2025-06-10,2,telefono
6651,39935,40,2025-03-31,3,web
6652,26463,19,2025-09-08,2,web
6653,31508,70,2025-02-11,3,web
6654,10104,164,2025-06-18,4,app
6655,22418,180,2025-08-29,4,
6656,42782,160,2025-10-19,4,app
6657,21986,157,2024-12-02,3,web
6658,1968,70,2025-03-29,2,telefono
6659,7055,91,2025-10-30,4,app
6660,38884,9,2025-03-07,6,app
6661,39713,158,2025-02-01,1,app
6662,24290,102,2025-09-23,3,web
6663,43384,47,2025-03-13,2,app
6664,14185,176,2025-05-10,2,telefono
6665,22749,165,2024-11-15,2,web
6666,48687,48,2024-12-01,3,web
6667,5083,17,2025-01-20,3,web
6668,14448,158,2025-07-28,4,app
6669,48536,132,2025-08-16,2,telefono
6670,21962,107,2025-05-04,2,telefono
6671,27925,41,2024-12-16,2,web
6672,28469,21,2025-02-04,5,app
6673,49743,108,2025-08-20,2,web
6674,37608,109,2024-12-21,2,app
6675,16221,93,2024-11-24,1,telefono
6676,43665,18,2024-12-18,2,app
6677,2007,101,2025-08-07,4,app
6678,1807,111,2025-07-25,4,app
6679,24304,44,2025-08-21,3,app
6680,7935,37,2025-01-19,2,telefono
6681,19451,124,2025-04-29,4,app
6682,46447,59,2025-07-31,2,telefono
6683,33548,21,2025-05-03,3,web
6684,41974,174,2025-06-02,4,web
6685,25313,28,2025-10-02,2,app
6686,522,54,2025-04-17,4,web
6687,16832,7,2024-12-28,2,web
6688,23666,10,2025-07-01,3,web
6689,36137,152,2025-10-30,2,telefono
6690,3200,112,2024-12-08,4,app
6691,23717,22,2025-06-02,2,web
6692,32443,161,2025-05-17,2,telefono
6693,22105,100,2024-12-01,4,telefono
6694,44812,173,2025-04-27,2,app
6695,7282,169,2024-11-24,2,app
6696,9948,90,2025-09-14,3,app
6697,24955,76,2025-08-06,2,app
6698,37504,7,2025-05-31,3,web
6699,13194,179,2025-07-06,3,web
6700,15357,179,2025-03-26,3,web
6701,12076,122,2025-04-14,3,app
6702,45750,116,2024-12-13,4,
6703,48069,59,2025-08-15,2,telefono
6704,26273,117,2025-01-21,4,app
6705,28544,52,2024-12-01,2,telefono
6706,34173,101,2025-04-12,2,app
6707,3481,60,2025-03-21,2,app
6708,41852,105,2025-04-17,2,web
6709,29559,110,2025-08-14,2,web
6710,39042,37,2025-06-12,4,app
6711,45894,25,2025-06-19,2,app
6712,48053,74,2025-08-10,3,app
6713,43153,140,2025-09-20,1,app
6714,38649,113,2025-05-12,2,app
6715,22365,12,2025-02-12,2,app
6716,28644,28,2025-01-07,3,app
6717,25167,174,2025-07-20,4,app
6718,7977,128,2025-09-12,6,web
6719,46140,12,2025-05-17,2,app
6720,30274,126,2025-08-18,6,app
6721,20023,55,2025-10-07,2,web
6722,22022,154,2025-06-28,2,web
6723,3972,132,2024-12-04,1,web
6724,6263,99,2025-04-02,2,telefono
6725,19879,133,2024-12-02,2,telefono
6726,28844,138,2025-06-07,3,
6727,34613,61,2025-05-28,2,app
6728,36651,67,2025-07-19,2,telefono
6729,37832,113,2025-01-31,2,app
6730,45988,9,2025-09-29,2,app
6731,44745,85,2025-07-26,2,telefono
6732,36509,96,2025-03-28,2,web
6733,35374,178,2025-02-17,3,app
6734,7389,39,2025-07-28,4,app
6735,15416,21,2025-02-28,4,web
6736,33663,45,2024-12-15,2,telefono
6737,22732,115,2025-08-05,2,
6738,27988,22,2025-02-28,5,telefono
6739,33720,114,2025-03-25,2,app
6740,17382,100,2025-10-10,4,telefono
6741,22667,77,2025-07-17,2,telefono
6742,17111,124,2025-03-12,4,app
6743,1515,37,2025-03-28,5,telefono
6744,49174,61,2025-05-29,3,web
6745,14349,59,2025-01-03,2,telefono
6746,16617,151,2025-05-24,2,telefono
6747,44815,177,2025-06-21,1,telefono
6748,40027,63,2025-03-31,3,app
6749,46791,66,2025-10-18,2,web
6750,26314,134,2025-04-29,2,app
6751,31703,97,2025-04-09,5,telefono
6752,506,176,2025-01-12,6,telefono
6753,3266,131,2025-04-07,3,telefono
6754,10209,150,2024-11-21,2,web
6755,1299,140,2025-07-23,2,web
6756,22895,82,2025-10-26,6,
6757,2880,88,2025-05-28,2,web
6758,34893,53,2025-02-20,1,
6759,23771,43,2024-12-12,2,app
6760,32844,58,2025-02-13,2,web
6761,3317,18,2024-11-17,2,telefono
6762,4543,45,2025-01-28,3,telefono
6763,17017,26,2025-09-07,4,telefono
6764,45557,135,2025-06-23,2,telefono
6765,45580,81,2025-05-27,4,app
6766,15461,65,2025-04-04,4,web
6767,35565,116,2025-03-21,2,telefono
6768,6310,88,2025-05-22,3,web
6769,20239,97,2025-10-18,3,web
6770,28095,12,2025-02-23,3,telefono
6771,18437,59,2025-01-03,2,
6772,10860,81,2025-05-03,1,web
6773,14874,163,2025-08-18,2,app
6774,44705,120,2025-07-29,4,telefono
6775,3493,130,2025-06-11,1,web
6776,33588,13,2024-11-24,2,app
6777,13483,119,2025-07-26,3,telefono
6778,40824,45,2025-06-29,2,app
6779,5310,144,2025-04-22,2,telefono
6780,12237,173,2025-04-12,2,app
6781,24254,78,2024-11-20,2,web
6782,36995,135,2025-09-09,4,app
6783,18076,121,2025-08-27,2,app
6784,28210,90,2025-05-18,2,web
6785,45539,113,2025-08-02,4,web
6786,1306,148,2025-05-18,2,telefono
6787,35227,103,2024-11-19,3,telefono
6788,18258,171,2025-05-31,1,app
6789,16708,6,2025-05-19,3,app
6790,43200,89,2025-01-20,4,app
6791,13743,164,2025-05-06,2,app
6792,43583,17,2025-07-13,6,web
6793,30486,91,2025-05-14,3,telefono
6794,17866,157,2025-06-08,2,telefono
6795,10034,105,2024-12-09,2,web
6796,48058,80,2025-04-09,2,app
6797,48200,82,2025-04-11,2,telefono
6798,31128,32,2025-01-17,2,app
6799,43466,99,2025-08-15,5,web
6800,28458,77,2025-02-26,2,app
6801,15680,60,2025-08-22,5,web
6802,44740,179,2025-07-09,5,app
6803,43470,173,2025-04-10,2,telefono
6804,22085,1,2025-03-14,1,telefono
6805,38285,179,2025-04-19,2,app
6806,19489,75,2025-08-31,2,telefono
6807,44509,69,2025-08-18,2,web
6808,43856,74,2024-12-25,2,telefono
6809,6185,175,2025-09-18,5,telefono
6810,48412,116,2025-05-26,5,telefono
6811,32297,132,2025-09-23,2,web
6812,26802,86,2025-01-24,4,telefono
6813,14943,57,2025-03-05,2,web
6814,10724,25,2025-04-11,2,app
6815,12711,52,2024-11-23,2,app
6816,27496,98,2025-06-25,2,telefono
6817,17749,2,2025-06-03,2,web
6818,37500,13,2024-11-09,2,
6819,41256,111,2025-09-07,2,app
6820,12144,57,2025-08-26,2,web
6821,5082,180,2025-05-21,3,web
6822,4690,17,2025-04-05,1,app
6823,29085,73,2025-07-24,2,app
6824,37624,11,2024-12-27,2,web
6825,44315,143,2025-01-28,4,web
6826,26706,72,2025-09-24,1,app
6827,36370,33,2025-04-26,2,telefono
6828,29631,48,2025-03-28,5,
6829,36297,1,2025-03-10,2,telefono
6830,21097,79,2025-09-13,2,app
6831,46841,170,2025-03-12,2,telefono
6832,48867,82,2025-02-24,3,app
6833,47257,57,2025-10-23,2,web
6834,11591,42,2024-11-12,6,web
6835,871,110,2025-03-02,5,app
6836,19785,3,2025-01-04,2,telefono
6837,27354,165,2024-11-08,4,web
6838,43115,9,2025-09-02,3,app
6839,8836,138,2025-04-17,4,telefono
6840,42952,95,2025-09-28,2,telefono
6841,29253,179,2025-08-01,1,web
6842,11645,90,2025-03-20,3,web
