plato_id,ingrediente_id,cantidad_receta
392,228,0.402
392,397,0.312
392,181,0.497
392,223,0.163
392,459,0.233
392,405,0.525
393,69,0.281
393,199,0.493
393,137,0.532
393,253,0.168
393,4,0.275
393,340,0.461
394,125,0.451
394,127,0.197
394,418,0.306
395,315,0.306
395,448,0.187
395,225,0.235
395,41,0.134
396,33,0.21
396,269,0.352
396,321,0.512
396,257,0.145
397,479,0.31
397,238,0.179
397,247,0.279
398,355,0.295
398,105,0.323
398,479,0.129
398,97,0.47
398,384,0.269
398,178,0.166
398,234,0.566
399,16,0.24
399,12,0.112
400,481,0.158
400,475,0.531
400,189,0.526
400,39,0.533
400,467,0.114
400,113,0.223
400,167,0.313
401,220,0.456
401,101,0.587
401,247,0.295
401,212,0.336
401,443,0.496
401,64,0.514
402,120,0.103
402,257,0.367
402,499,0.452
402,276,0.139
403,437,0.373
403,31,0.187
403,487,0.17
403,292,0.334
403,2,0.173
403,467,0.562
403,186,0.366
404,274,0.521
404,154,0.524
404,222,0.233
405,332,0.319
405,231,0.526
406,240,0.233
406,422,0.379
406,184,0.388
406,227,0.313
406,440,0.447
406,7,0.343
407,382,0.477
407,398,0.52
407,170,0.203
407,406,0.587
407,292,0.105
407,46,0.436
408,123,0.218
408,466,0.296
408,421,0.115
408,222,0.184
408,177,0.329
408,309,0.174
409,98,0.301
409,145,0.341
409,361,0.173
409,218,0.505
409,138,0.402
409,157,0.16
409,395,0.559
410,174,0.546
410,94,0.485
410,71,0.439
410,441,0.284
410,108,0.43
410,429,0.18
411,305,0.173
411,84,0.218
412,478,0.132
412,183,0.479
412,364,0.392
413,142,0.464
413,107,0.192
413,34,0.26
413,31,0.309
414,450,0.201
414,325,0.458
414,134,0.22
414,442,0.41
414,131,0.342
414,200,0.475
415,237,0.293
415,99,0.133
415,91,0.363
416,184,0.145
416,80,0.368
416,417,0.578
416,334,0.37
416,386,0.314
417,406,0.148
417,204,0.108
417,334,0.161
417,76,0.43
417,336,0.336
417,159,0.143
417,162,0.418
418,112,0.172
418,301,0.541
418,206,0.496
418,489,0.113
419,131,0.171
419,472,0.111
420,411,0.326
420,442,0.153
420,250,0.503
420,414,0.437
420,337,0.347
420,208,0.542
421,451,0.277
421,182,0.133
421,484,0.187
421,63,0.571
422,401,0.408
422,264,0.441
422,39,0.323
422,457,0.245
422,260,0.345
422,397,0.512
422,389,0.398
423,75,0.53
423,123,0.46
423,289,0.184
423,244,0.375
423,375,0.328
423,182,0.485
423,236,0.464
424,45,0.342
424,108,0.131
424,299,0.516
424,324,0.18
425,220,0.154
425,3,0.25
425,110,0.269
426,272,0.125
426,86,0.177
426,481,0.229
426,320,0.41
426,454,0.579
426,205,0.247
427,252,0.266
427,277,0.361
427,458,0.518
427,300,0.186
427,465,0.553
427,86,0.185
428,255,0.288
428,301,0.164
429,390,0.119
429,317,0.217
429,443,0.567
429,440,0.593
429,237,0.134
429,385,0.419
430,449,0.14
430,355,0.27
430,2,0.146
430,83,0.196
430,303,0.184
431,319,0.504
431,285,0.447
431,7,0.532
432,142,0.251
432,399,0.538
432,367,0.245
432,401,0.352
432,79,0.389
433,483,0.526
433,24,0.198
433,197,0.575
433,58,0.531
433,299,0.558
433,277,0.169
434,173,0.332
434,452,0.274
435,65,0.533
435,232,0.119
435,284,0.313
436,483,0.54
436,169,0.507
436,308,0.219
436,187,0.29
436,205,0.583
436,139,0.247
436,433,0.191
437,368,0.288
437,367,0.366
437,471,0.52
437,127,0.345
437,411,0.468
437,211,0.534
437,262,0.283
438,329,0.509
438,441,0.458
438,85,0.538
438,299,0.417
438,13,0.415
438,95,0.366
438,197,0.329
439,17,0.475
439,0,0.286
439,343,0.432
439,392,0.306
440,480,0.34
440,448,0.575
440,365,0.591
440,213,0.552
441,114,0.599
441,245,0.113
441,15,0.359
441,274,0.468
441,130,0.569
442,22,0.197
442,483,0.494
442,395,0.26
442,328,0.458
442,231,0.3
443,484,0.145
443,172,0.446
444,254,0.146
444,481,0.168
444,402,0.513
444,396,0.379
444,128,0.352
444,319,0.54
444,84,0.266
445,295,0.367
445,360,0.266
445,434,0.336
445,349,0.54
445,26,0.327
445,381,0.466
445,465,0.494
446,212,0.363
446,294,0.521
446,430,0.401
447,280,0.116
447,139,0.147
447,125,0.525
447,99,0.157
447,142,0.4
447,345,0.161
447,187,0.198
448,91,0.37
448,416,0.527
449,233,0.211
449,207,0.119
449,153,0.594
449,494,0.103
449,449,0.409
449,451,0.47
449,394,0.383
450,366,0.444
450,95,0.464
450,474,0.399
450,465,0.485
450,421,0.215
451,310,0.539
451,206,0.103
451,184,0.444
451,31,0.129
451,67,0.387
451,380,0.565
451,319,0.498
452,437,0.225
452,494,0.142
452,108,0.169
452,467,0.535
453,71,0.161
453,44,0.164
453,352,0.479
453,244,0.327
453,27,0.534
453,40,0.208
454,410,0.332
454,236,0.583
454,23,0.276
454,263,0.319
454,119,0.142
454,237,0.17
455,147,0.428
455,56,0.388
456,184,0.304
456,359,0.532
456,22,0.506
456,183,0.552
456,254,0.397
456,66,0.257
456,188,0.292
457,6,0.482
457,317,0.367
458,157,0.439
458,312,0.265
459,437,0.406
459,413,0.102
460,283,0.35
460,478,0.455
461,9,0.258
461,266,0.464
461,129,0.31
461,223,0.457
461,310,0.543
462,379,0.142
462,300,0.176
463,398,0.271
463,223,0.221
463,477,0.138
463,273,0.418
463,451,0.171
464,398,0.262
464,347,0.192
464,391,0.427
464,329,0.447
465,45,0.454
465,168,0.296
465,356,0.36
465,81,0.448
465,56,0.19
465,129,0.542
466,442,0.336
466,136,0.478
466,348,0.524
466,186,0.302
466,78,0.286
467,219,0.596
467,240,0.572
467,217,0.109
467,414,0.507
467,7,0.267
467,254,0.142
468,474,0.145
468,307,0.195
468,205,0.375
468,357,0.538
468,361,0.299
468,251,0.183
469,363,0.35
469,474,0.188
469,409,0.185
469,489,0.427
469,325,0.43
470,479,0.374
470,448,0.303
470,462,0.341
470,4,0.443
471,361,0.589
471,264,0.406
471,313,0.481
472,489,0.556
472,199,0.309
472,149,0.313
472,433,0.116
472,284,0.24
473,140,0.554
473,93,0.169
473,248,0.566
473,383,0.532
473,61,0.582
473,349,0.246
473,127,0.306
474,373,0.599
474,246,0.496
474,360,0.507
474,138,0.554
474,389,0.409
474,454,0.468
475,377,0.371
475,44,0.334
475,32,0.478
475,118,0.517
475,256,0.319
476,87,0.441
476,471,0.529
476,239,0.342
476,360,0.377
477,185,0.391
477,216,0.291
477,276,0.292
477,286,0.472
477,70,0.348
477,46,0.216
478,96,0.24
478,374,0.572
479,128,0.149
479,53,0.53
480,249,0.585
480,18,0.271
480,36,0.556
480,471,0.46
481,7,0.399
481,119,0.335
481,455,0.544
481,22,0.124
482,337,0.36
482,283,0.137
482,309,0.133
482,193,0.281
482,440,0.175
482,14,0.171
483,358,0.583
483,202,0.165
483,331,0.307
484,424,0.454
484,381,0.55
484,356,0.372
484,6,0.121
484,278,0.31
485,169,0.22
485,304,0.563
486,385,0.428
486,265,0.309
486,201,0.523
486,446,0.535
486,377,0.195
487,192,0.28
487,275,0.549
488,124,0.358
488,388,0.517
488,479,0.41
488,167,0.115
488,25,0.276
489,0,0.396
489,101,0.437
489,19,0.253
489,350,0.566
489,137,0.285
489,380,0.346
490,307,0.472
490,361,0.163
491,225,0.22
491,173,0.114
491,106,0.57
491,230,0.207
491,57,0.21
491,446,0.52
492,100,0.48
492,181,0.228
492,443,0.567
492,283,0.587
492,376,0.181
492,29,0.544
492,431,0.346
493,99,0.402
493,119,0.542
493,418,0.368
493,173,0.342
493,168,0.58
494,375,0.137
494,31,0.563
495,116,0.18
495,316,0.488
495,119,0.565
496,393,0.417
496,414,0.312
496,151,0.457
496,76,0.49
496,21,0.307
496,379,0.454
497,114,0.367
497,268,0.599
497,250,0.399
497,287,0.11
497,79,0.216
497,163,0.298
497,193,0.35
498,318,0.345
498,415,0.246
498,498,0.407
498,496,0.219
498,226,0.47
499,358,0.199
499,445,0.475
499,248,0.573
500,58,0.302
500,366,0.324
500,237,0.141
500,435,0.241
500,452,0.35
501,437,0.376
501,309,0.216
501,189,0.146
501,331,0.594
501,399,0.49
501,70,0.263
501,161,0.529
502,186,0.413
502,333,0.559
503,439,0.575
503,414,0.494
503,211,0.148
503,317,0.289
503,332,0.449
504,232,0.274
504,417,0.374
504,401,0.473
504,192,0.419
505,232,0.129
505,216,0.583
505,3,0.269
505,267,0.199
506,440,0.542
506,305,0.424
506,203,0.102
506,128,0.311
506,455,0.49
506,286,0.193
507,202,0.554
507,495,0.51
507,150,0.45
507,367,0.45
507,89,0.416
507,213,0.462
508,68,0.415
508,219,0.568
508,99,0.125
508,376,0.168
508,421,0.402
508,9,0.287
508,398,0.278
509,451,0.463
509,358,0.181
509,173,0.132
510,316,0.371
510,44,0.494
510,218,0.569
510,279,0.222
510,479,0.54
510,307,0.559
510,204,0.234
511,202,0.596
511,427,0.452
512,498,0.35
512,443,0.228
513,451,0.411
513,470,0.147
513,356,0.513
513,84,0.301
513,309,0.526
513,314,0.26
513,280,0.465
514,452,0.199
514,440,0.311
514,343,0.497
514,376,0.468
514,307,0.53
515,190,0.396
515,405,0.354
515,245,0.339
515,288,0.54
516,146,0.566
516,496,0.312
516,355,0.177
516,221,0.515
516,481,0.468
517,464,0.368
517,28,0.447
517,446,0.293
517,73,0.4
517,158,0.541
517,54,0.153
517,428,0.333
518,277,0.366
518,476,0.453
518,93,0.471
518,129,0.387
518,326,0.439
518,10,0.57
519,66,0.185
519,88,0.534
519,189,0.102
519,86,0.303
519,142,0.199
520,446,0.335
520,364,0.218
521,275,0.472
521,470,0.453
522,15,0.439
522,185,0.262
523,122,0.452
523,19,0.334
524,117,0.452
524,199,0.128
525,89,0.599
525,267,0.326
525,464,0.23
525,71,0.324
525,67,0.21
525,467,0.432
526,79,0.432
526,204,0.381
526,97,0.19
526,106,0.112
526,237,0.308
526,219,0.532
527,475,0.136
527,161,0.545
528,424,0.149
528,24,0.377
528,224,0.333
528,159,0.582
529,97,0.171
529,126,0.413
530,462,0.523
530,131,0.521
530,53,0.423
530,261,0.409
530,287,0.138
530,327,0.498
530,483,0.558
531,203,0.332
531,368,0.569
531,264,0.495
531,340,0.16
532,456,0.428
532,225,0.423
532,215,0.133
532,150,0.507
533,411,0.187
533,170,0.378
534,306,0.507
534,129,0.394
534,57,0.228
534,454,0.258
534,341,0.169
534,80,0.166
534,23,0.479
535,276,0.478
535,417,0.49
535,193,0.581
536,353,0.198
536,28,0.396
536,287,0.276
536,277,0.324
537,302,0.404
537,208,0.415
537,176,0.396
537,448,0.482
538,450,0.322
538,278,0.14
539,201,0.391
539,209,0.343
539,208,0.32
539,419,0.555
539,358,0.285
539,131,0.5
540,369,0.248
540,419,0.398
540,119,0.148
540,226,0.473
540,254,0.575
541,250,0.458
541,77,0.54
541,414,0.164
541,167,0.569
542,469,0.253
542,233,0.379
543,242,0.358
543,52,0.143
543,350,0.589
544,238,0.441
544,12,0.562
544,488,0.406
544,173,0.219
545,106,0.477
545,276,0.123
545,180,0.142
545,232,0.14
545,174,0.494
545,67,0.362
546,239,0.473
546,497,0.506
546,231,0.511
546,316,0.334
547,448,0.351
547,42,0.436
547,271,0.425
547,67,0.569
547,319,0.454
547,294,0.491
547,352,0.416
548,352,0.294
548,44,0.412
548,16,0.227
548,473,0.102
548,2,0.548
549,57,0.588
549,340,0.24
549,280,0.582
550,486,0.245
550,219,0.56
550,447,0.276
550,487,0.146
550,30,0.439
550,85,0.574
551,374,0.458
551,106,0.152
551,415,0.555
551,496,0.488
551,323,0.162
551,17,0.23
552,451,0.537
552,371,0.135
552,153,0.345
552,135,0.15
552,304,0.394
552,474,0.328
553,68,0.189
553,377,0.331
553,2,0.187
554,318,0.435
554,252,0.498
554,226,0.137
555,267,0.539
555,24,0.252
555,327,0.504
555,110,0.436
555,434,0.225
556,23,0.121
556,48,0.27
556,351,0.349
556,123,0.407
556,456,0.213
557,103,0.482
557,299,0.396
557,392,0.345
557,192,0.231
558,58,0.367
558,493,0.507
558,355,0.435
558,308,0.527
558,242,0.525
558,363,0.453
558,4,0.313
559,78,0.5
559,121,0.298
559,163,0.178
559,27,0.328
559,122,0.374
559,314,0.302
559,408,0.324
560,346,0.199
560,498,0.388
560,151,0.418
560,180,0.326
560,138,0.566
560,94,0.115
560,200,0.571
561,476,0.483
561,451,0.261
561,288,0.351
561,27,0.241
562,68,0.449
562,303,0.157
563,210,0.401
563,255,0.262
564,150,0.508
564,137,0.167
564,471,0.183
564,353,0.416
565,232,0.12
565,47,0.355
565,447,0.575
565,498,0.517
565,419,0.389
565,252,0.569
566,244,0.331
566,327,0.304
567,71,0.526
567,335,0.44
567,383,0.274
567,353,0.514
567,366,0.531
568,92,0.337
568,432,0.385
568,239,0.166
568,323,0.213
568,102,0.385
568,468,0.417
569,497,0.487
569,380,0.382
569,486,0.303
569,109,0.46
569,414,0.344
569,454,0.246
569,148,0.41
570,361,0.493
570,32,0.139
570,110,0.1
570,380,0.517
570,372,0.315
571,197,0.421
571,360,0.464
571,289,0.283
571,418,0.183
571,112,0.312
572,418,0.1
572,478,0.504
573,80,0.202
573,132,0.299
574,315,0.478
574,451,0.317
574,102,0.306
575,206,0.576
575,456,0.598
575,380,0.504
576,310,0.101
576,395,0.239
576,3,0.155
577,493,0.263
577,360,0.334
577,401,0.207
577,402,0.195
577,272,0.181
578,93,0.225
578,242,0.597
578,378,0.568
578,296,0.391
578,351,0.305
579,116,0.209
579,292,0.218
580,464,0.533
580,352,0.51
580,133,0.339
581,56,0.561
581,230,0.557
581,17,0.301
581,300,0.359
581,39,0.144
581,294,0.28
582,172,0.287
582,34,0.588
582,339,0.214
583,374,0.379
583,112,0.178
583,295,0.214
583,415,0.55
583,357,0.44
583,384,0.163
584,0,0.223
584,215,0.354
584,305,0.31
584,492,0.26
584,425,0.587
585,381,0.536
585,280,0.201
585,142,0.38
585,303,0.39
585,460,0.345
586,344,0.543
586,8,0.417
586,226,0.567
586,407,0.213
586,12,0.288
587,123,0.588
587,147,0.113
587,191,0.276
587,71,0.414
587,398,0.553
587,397,0.306
587,134,0.353
588,197,0.458
588,301,0.559
588,113,0.151
588,51,0.29
589,303,0.351
589,405,0.184
589,499,0.1
589,178,0.57
589,191,0.478
589,203,0.279
589,198,0.567
590,219,0.52
590,5,0.354
590,230,0.453
590,108,0.338
590,459,0.332
590,321,0.41
591,425,0.598
591,173,0.285
592,353,0.488
592,77,0.558
592,167,0.548
593,271,0.357
593,83,0.348
594,201,0.455
594,130,0.463
595,266,0.482
595,395,0.469
596,142,0.328
596,30,0.522
596,131,0.548
597,250,0.58
597,30,0.259
598,414,0.215
598,379,0.116
599,133,0.413
599,195,0.4
600,229,0.273
600,73,0.538
600,242,0.234
600,77,0.173
600,201,0.134
600,108,0.544
601,356,0.243
601,33,0.14
601,90,0.331
601,137,0.512
601,270,0.428
601,1,0.461
602,150,0.205
602,424,0.427
602,347,0.53
602,421,0.235
602,389,0.578
602,60,0.118
602,422,0.134
603,193,0.371
603,398,0.168
604,496,0.364
604,154,0.261
604,157,0.45
604,276,0.257
605,189,0.48
605,432,0.419
605,11,0.32
605,486,0.508
605,264,0.183
605,0,0.566
605,395,0.439
606,236,0.115
606,235,0.106
606,259,0.528
606,163,0.446
606,363,0.438
606,80,0.48
607,344,0.294
607,447,0.575
607,290,0.418
607,289,0.577
607,299,0.432
607,298,0.248
607,220,0.135
608,445,0.35
608,486,0.195
608,219,0.509
609,454,0.363
609,287,0.101
610,349,0.266
610,197,0.345
610,416,0.542
611,392,0.156
611,487,0.108
611,45,0.345
611,327,0.595
611,207,0.135
611,351,0.598
611,483,0.103
612,228,0.237
612,185,0.122
612,487,0.15
612,117,0.152
612,8,0.528
613,432,0.256
613,212,0.333
613,287,0.174
614,111,0.444
614,262,0.197
614,177,0.3
614,117,0.494
615,104,0.228
615,451,0.278
615,320,0.434
615,66,0.508
616,400,0.269
616,300,0.232
616,457,0.307
617,412,0.272
617,68,0.162
617,85,0.251
617,83,0.125
617,104,0.2
617,157,0.25
617,59,0.465
618,105,0.337
618,292,0.529
619,90,0.351
619,152,0.423
619,191,0.298
619,425,0.43
619,6,0.307
619,250,0.535
619,219,0.34
620,370,0.452
620,225,0.156
620,375,0.439
620,28,0.481
620,72,0.475
620,131,0.382
620,471,0.548
621,234,0.515
621,483,0.208
621,75,0.145
621,406,0.48
621,217,0.145
621,477,0.388
622,197,0.487
622,73,0.111
622,309,0.428
622,461,0.4
622,267,0.389
623,143,0.334
623,421,0.426
623,367,0.138
623,67,0.292
623,37,0.431
623,458,0.221
624,306,0.518
624,397,0.56
625,269,0.41
625,186,0.127
625,159,0.435
625,189,0.46
626,317,0.494
626,256,0.49
626,236,0.474
626,421,0.13
626,397,0.551
626,109,0.301
626,196,0.234
627,168,0.527
627,426,0.376
627,136,0.217
627,242,0.254
628,308,0.115
628,174,0.183
628,330,0.57
628,439,0.482
628,301,0.473
628,12,0.441
628,154,0.148
629,494,0.451
629,87,0.23
629,41,0.184
629,376,0.454
629,35,0.23
630,179,0.354
630,378,0.147
630,276,0.25
630,66,0.116
630,151,0.122
630,265,0.243
630,207,0.541
631,145,0.52
631,367,0.477
631,8,0.234
631,427,0.247
631,66,0.296
631,259,0.514
632,232,0.291
632,64,0.577
632,4,0.433
633,213,0.357
633,161,0.416
633,115,0.55
633,424,0.308
633,78,0.4
633,423,0.257
633,195,0.276
634,93,0.429
634,23,0.358
634,73,0.419
634,88,0.368
634,315,0.499
634,146,0.24
634,196,0.349
635,492,0.203
635,491,0.544
635,152,0.582
635,413,0.323
635,191,0.155
636,392,0.328
636,39,0.566
636,102,0.406
636,407,0.286
636,300,0.594
636,74,0.383
637,172,0.341
637,342,0.359
637,383,0.339
637,149,0.597
637,461,0.143
637,468,0.107
637,9,0.208
638,200,0.186
638,202,0.333
638,182,0.171
638,208,0.471
638,126,0.277
638,166,0.14
638,398,0.289
639,447,0.276
639,19,0.563
639,352,0.253
639,398,0.335
639,224,0.122
639,186,0.223
639,248,0.548
640,184,0.494
640,26,0.533
640,292,0.288
640,72,0.558
641,343,0.167
641,229,0.584
641,375,0.2
641,330,0.402
641,52,0.275
641,268,0.149
642,191,0.245
642,136,0.323
642,498,0.28
642,184,0.465
643,127,0.108
643,141,0.411
643,56,0.402
643,147,0.113
644,37,0.532
644,289,0.263
645,265,0.412
645,306,0.216
645,170,0.288
645,447,0.287
645,418,0.187
645,68,0.324
646,256,0.363
646,390,0.551
646,300,0.386
646,364,0.46
647,137,0.303
647,117,0.174
647,334,0.285
648,72,0.238
648,226,0.405
649,382,0.513
649,363,0.583
650,419,0.239
650,498,0.546
650,191,0.403
650,248,0.564
650,374,0.124
651,442,0.314
651,359,0.202
651,449,0.178
652,117,0.247
652,276,0.271
653,230,0.128
653,443,0.26
653,203,0.236
653,312,0.26
654,285,0.1
654,272,0.173
654,183,0.328
654,383,0.121
654,235,0.333
655,362,0.121
655,123,0.133
655,324,0.385
655,58,0.243
656,119,0.521
656,190,0.521
656,111,0.147
656,248,0.203
657,322,0.229
657,9,0.208
657,252,0.399
657,383,0.392
658,65,0.465
658,81,0.454
658,263,0.529
658,77,0.149
658,299,0.437
658,445,0.508
658,363,0.56
659,62,0.288
659,221,0.327
659,58,0.509
659,292,0.333
659,104,0.449
660,340,0.595
660,138,0.284
660,260,0.316
660,98,0.523
660,30,0.361
661,184,0.391
661,280,0.192
661,57,0.274
662,266,0.17
662,117,0.185
662,62,0.128
663,200,0.303
663,45,0.494
663,358,0.557
663,7,0.168
663,338,0.512
663,290,0.239
664,193,0.114
664,386,0.575
664,401,0.225
665,253,0.563
665,42,0.566
665,468,0.528
666,291,0.559
666,350,0.448
666,190,0.516
666,490,0.228
666,40,0.218
666,464,0.402
667,359,0.386
667,224,0.412
668,247,0.46
668,127,0.371
669,133,0.286
669,484,0.248
669,151,0.186
669,436,0.208
669,135,0.479
669,314,0.175
670,452,0.194
670,342,0.383
670,426,0.108
670,495,0.154
670,84,0.116
670,423,0.121
671,436,0.556
671,346,0.142
671,133,0.13
671,341,0.387
671,344,0.441
672,368,0.493
672,412,0.484
673,107,0.561
673,477,0.527
673,56,0.588
673,197,0.2
673,487,0.413
674,313,0.142
674,332,0.336
674,469,0.359
674,111,0.129
674,233,0.245
674,269,0.186
675,250,0.549
675,451,0.146
675,35,0.328
675,111,0.519
676,103,0.28
676,268,0.199
676,2,0.121
676,165,0.243
676,240,0.372
676,242,0.53
676,216,0.382
677,306,0.438
677,41,0.425
677,33,0.227
677,106,0.206
678,118,0.488
678,170,0.536
679,216,0.426
679,68,0.271
680,232,0.531
680,5,0.441
680,241,0.449
680,190,0.485
680,229,0.438
681,462,0.552
681,493,0.383
681,348,0.464
681,154,0.183
681,482,0.281
682,410,0.232
682,75,0.529
682,57,0.258
682,355,0.122
682,174,0.451
682,27,0.135
682,207,0.594
683,328,0.444
683,22,0.362
683,196,0.407
683,367,0.155
683,108,0.113
683,354,0.184
684,270,0.417
684,483,0.396
684,459,0.261
684,42,0.538
685,146,0.229
685,403,0.144
685,224,0.35
685,47,0.313
685,142,0.142
685,323,0.363
686,25,0.367
686,341,0.529
686,115,0.521
686,356,0.154
686,466,0.366
686,135,0.317
686,401,0.107
687,454,0.314
687,272,0.389
687,392,0.468
687,375,0.589
688,382,0.174
688,313,0.522
688,142,0.309
688,2,0.238
688,298,0.104
688,32,0.544
688,343,0.435
689,311,0.495
689,333,0.449
690,385,0.447
690,132,0.555
690,266,0.493
690,110,0.468
690,250,0.255
690,33,0.526
690,492,0.184
691,290,0.436
691,138,0.312
691,148,0.162
692,320,0.252
692,287,0.254
692,456,0.247
692,328,0.473
693,296,0.26
693,373,0.331
693,106,0.292
693,391,0.432
693,176,0.204
693,202,0.544
693,97,0.282
694,302,0.249
694,33,0.227
695,482,0.121
695,488,0.357
695,349,0.591
695,220,0.281
696,150,0.413
696,163,0.175
696,264,0.557
696,260,0.16
696,215,0.493
696,275,0.449
697,322,0.436
697,278,0.519
697,420,0.128
698,216,0.144
698,318,0.513
699,153,0.145
699,135,0.109
700,54,0.168
700,125,0.157
700,68,0.446
700,257,0.231
700,270,0.273
701,84,0.311
701,75,0.346
702,353,0.283
702,478,0.389
702,328,0.165
702,82,0.317
702,154,0.303
702,354,0.208
703,425,0.138
703,286,0.548
703,102,0.48
703,116,0.164
703,214,0.264
703,76,0.207
704,53,0.146
704,244,0.584
704,180,0.352
704,343,0.44
704,70,0.423
705,256,0.297
705,161,0.104
706,286,0.428
706,319,0.53
706,64,0.202
707,269,0.457
707,244,0.421
708,389,0.558
708,403,0.443
708,388,0.514
708,441,0.486
708,2,0.265
709,108,0.573
709,447,0.52
709,439,0.28
709,82,0.371
709,425,0.158
709,318,0.498
710,319,0.446
710,152,0.291
710,308,0.159
710,20,0.515
711,140,0.399
711,45,0.319
711,413,0.521
711,116,0.125
711,277,0.23
711,314,0.192
712,457,0.318
712,442,0.49
712,71,0.495
712,413,0.523
712,15,0.188
713,479,0.329
713,470,0.406
713,136,0.387
713,287,0.459
713,19,0.178
714,171,0.157
714,191,0.242
714,16,0.102
714,314,0.511
714,196,0.197
714,79,0.546
715,294,0.223
715,348,0.34
716,488,0.418
716,26,0.291
716,334,0.465
716,237,0.195
716,102,0.13
716,478,0.367
717,64,0.43
717,82,0.218
718,407,0.231
718,354,0.393
718,378,0.574
719,150,0.193
719,258,0.44
719,81,0.21
720,444,0.133
720,390,0.286
720,340,0.108
720,392,0.518
720,331,0.128
721,249,0.472
721,353,0.398
721,354,0.467
721,384,0.473
721,166,0.139
722,13,0.489
722,296,0.158
723,402,0.156
723,285,0.562
723,207,0.214
723,21,0.138
723,280,0.376
723,75,0.31
724,258,0.488
724,424,0.507
724,441,0.236
725,186,0.502
725,325,0.586
725,92,0.265
725,156,0.435
726,163,0.424
726,107,0.524
727,68,0.484
727,335,0.206
727,403,0.219
727,196,0.279
727,384,0.431
728,33,0.14
728,354,0.555
728,108,0.269
728,305,0.169
728,196,0.246
729,439,0.332
729,483,0.397
729,372,0.167
729,90,0.59
729,478,0.525
729,345,0.222
730,155,0.486
730,127,0.472
731,88,0.403
731,85,0.397
732,113,0.257
732,20,0.565
732,17,0.389
733,2,0.59
733,413,0.339
734,396,0.52
734,259,0.334
735,383,0.365
735,54,0.424
735,304,0.234
735,149,0.251
735,116,0.246
735,491,0.597
735,470,0.104
736,433,0.115
736,439,0.53
736,279,0.585
736,376,0.484
737,427,0.31
737,460,0.334
737,417,0.552
737,288,0.509
737,373,0.407
738,242,0.492
738,36,0.426
738,279,0.179
739,342,0.53
739,334,0.222
739,120,0.589
740,279,0.449
740,359,0.195
740,375,0.143
740,145,0.106
740,32,0.555
740,372,0.341
741,299,0.404
741,438,0.405
741,320,0.44
741,495,0.134
741,349,0.584
741,295,0.426
742,321,0.408
742,214,0.588
742,458,0.364
742,160,0.505
742,211,0.342
742,50,0.494
742,456,0.442
743,357,0.487
743,437,0.234
743,125,0.463
744,446,0.423
744,267,0.469
745,235,0.446
745,397,0.31
745,432,0.512
745,239,0.255
745,195,0.586
745,31,0.222
746,339,0.32
746,300,0.552
747,273,0.194
747,57,0.251
747,155,0.179
747,62,0.554
747,342,0.184
747,335,0.162
747,218,0.51
748,353,0.421
748,189,0.126
749,276,0.338
749,74,0.323
749,470,0.119
749,315,0.413
749,327,0.512
749,273,0.492
749,79,0.474
750,395,0.323
750,167,0.521
751,499,0.363
751,408,0.248
751,178,0.283
751,494,0.237
752,223,0.209
752,401,0.497
752,58,0.132
752,99,0.327
752,419,0.577
753,274,0.205
753,395,0.283
753,92,0.395
753,308,0.375
753,266,0.222
754,471,0.393
754,178,0.304
754,307,0.441
754,422,0.309
754,198,0.218
754,142,0.454
755,256,0.528
755,283,0.585
756,332,0.569
756,445,0.293
756,33,0.583
756,49,0.158
757,120,0.586
757,144,0.149
757,281,0.543
757,303,0.455
757,28,0.331
757,346,0.585
758,331,0.314
758,277,0.288
758,318,0.408
759,144,0.395
759,64,0.284
759,280,0.105
759,51,0.595
760,385,0.421
760,9,0.479
760,144,0.261
761,146,0.512
761,449,0.268
762,318,0.127
762,38,0.379
762,112,0.292
762,160,0.324
763,477,0.104
763,245,0.395
763,445,0.156
764,27,0.151
764,435,0.424
765,332,0.482
765,110,0.417
765,349,0.316
765,360,0.294
765,478,0.505
765,174,0.275
765,327,0.465
766,460,0.396
766,406,0.362
766,83,0.424
766,135,0.269
766,393,0.462
766,401,0.228
766,34,0.39
767,261,0.502
767,489,0.328
767,443,0.138
767,218,0.148
767,238,0.318
767,333,0.132
767,348,0.149
768,25,0.302
768,384,0.159
768,206,0.266
768,12,0.18
768,264,0.16
769,8,0.293
769,427,0.132
770,2,0.231
770,255,0.157
770,51,0.524
770,65,0.583
770,182,0.106
770,476,0.428
771,143,0.508
771,263,0.53
771,434,0.406
771,360,0.321
771,210,0.43
772,218,0.404
772,425,0.59
772,320,0.353
772,440,0.363
772,65,0.506
772,331,0.332
772,410,0.395
773,177,0.166
773,433,0.238
773,201,0.564
773,150,0.503
774,85,0.233
774,384,0.192
774,30,0.153
774,43,0.209
774,466,0.227
774,163,0.198
774,489,0.402
775,372,0.446
775,473,0.308
775,405,0.306
775,303,0.316
776,184,0.108
776,72,0.156
777,414,0.471
777,163,0.559
777,483,0.406
777,121,0.192
777,442,0.535
777,233,0.225
778,303,0.563
778,407,0.417
778,266,0.172
778,295,0.466
778,374,0.236
778,135,0.133
778,191,0.571
779,234,0.179
779,372,0.409
779,472,0.197
779,410,0.523
779,447,0.366
779,338,0.534
779,13,0.52
780,253,0.139
780,343,0.299
780,368,0.571
780,225,0.486
781,325,0.534
781,471,0.306
781,182,0.311
781,279,0.477
781,283,0.413
781,346,0.235
781,208,0.133
