entrega_id,fecha,pedido_id,cliente_id,tiempo_min,propina
12022,2025-02-20,126860,37059,25,4.05
12023,2025-09-18,10265,20875,27,1.47
12024,2024-12-23,146941,47782,32,2.06
12025,2025-04-24,62081,27163,39,1.02
12026,2024-11-26,56499,1484,43,0.39
12027,2025-05-20,100078,13158,45,0.3
12028,2024-11-21,2269,47249,41,0.1
12029,2025-01-30,61076,48458,53,1.4
12030,2025-08-24,88077,12128,23,0.35
12031,2025-10-31,92421,29062,39,0.32
12032,2025-08-26,67514,43962,23,1.3
12033,2025-08-04,37009,46654,33,0.69
12034,2025-04-24,30988,37292,21,0.22
12035,2025-03-12,4653,24936,16,0.05
12036,2025-10-06,148965,12101,38,3.41
12037,2024-12-25,68132,21803,29,6.3
12038,2025-06-15,109187,2041,17,0.52
12039,2025-08-27,84248,39018,34,6.2
12040,2025-04-14,119889,29723,41,2.02
12041,2025-06-14,68121,7900,31,0.54
12042,2025-09-11,62884,18715,32,1.12
12043,2024-12-26,48005,34740,34,0.03
12044,2024-12-08,12262,20706,29,0.26
12045,2025-04-12,21454,36395,40,0.65
12046,2025-04-12,77445,12926,25,0.63
12047,2025-04-18,106704,14766,56,0.33
12048,2025-09-22,41169,37788,42,0.91
12049,2025-07-02,121258,23063,50,0.81
12050,2025-04-11,80446,9323,29,0.51
12051,2025-05-06,117917,35450,33,1.77
12052,2025-04-27,127077,24328,36,0.41
12053,2025-04-02,24462,45269,39,3.34
12054,2024-12-12,111376,39907,22,0.06
12055,2025-06-13,93300,6230,28,0.77
12056,2025-07-12,144858,7755,22,5.56
12057,2025-05-08,8075,14809,23,0.88
12058,2025-02-12,20513,24706,48,2.59
12059,2025-09-29,18419,36228,36,1.81
12060,2024-11-29,109550,43253,34,0.55
12061,2024-12-26,98131,14682,32,0.52
12062,2025-09-11,10953,36425,52,0.71
12063,2025-01-18,573,16850,29,6.38
12064,2025-07-28,128086,41809,56,0.02
12065,2024-11-29,62944,37031,34,0.34
12066,2024-12-07,122474,25935,43,0.42
12067,2025-10-10,44472,29960,31,0.61
12068,2025-02-20,75140,39183,33,0.19
12069,2025-03-11,114493,48734,21,1.17
12070,2024-12-13,16645,23824,39,1.09
12071,2025-06-24,81332,2776,64,2.45
12072,2024-12-07,133526,49298,44,0.23
12073,2024-12-30,122534,39390,38,0.11
12074,2024-12-03,62887,42329,43,0.21
12075,2025-06-24,52940,18945,50,0.81
12076,2025-05-24,56313,36344,44,0.1
12077,2025-05-14,133216,7396,36,0.81
12078,2025-04-05,122598,6901,38,1.13
12079,2025-06-04,109483,446,37,0.05
12080,2025-07-01,74670,44060,15,0.67
12081,2024-12-30,21899,8727,25,0.76
12082,2025-07-17,16693,8010,58,0.77
12083,2025-03-31,78699,28907,18,0.15
12084,2025-08-18,66819,45865,40,1.48
12085,2025-07-12,73413,166,42,0.02
12086,2025-07-10,71010,25315,27,0.05
12087,2025-06-15,113440,42781,38,0.04
12088,2025-07-28,122176,46893,38,0.03
12089,2025-03-20,77789,29230,16,0.64
12090,2024-11-15,13831,35110,48,0.31
12091,2025-10-08,115775,32090,54,4.74
12092,2025-09-07,60499,40027,41,1.34
12093,2025-03-20,50713,44269,34,1.3
12094,2025-06-17,12203,36136,37,0.9
12095,2025-04-28,133059,16815,47,0.5
12096,2024-12-07,143751,2375,53,2.25
12097,2025-07-28,25,41328,31,0.89
12098,2025-07-03,73153,47565,37,1.84
12099,2025-10-17,34222,39003,34,3.3
12100,2025-01-24,83120,4035,25,2.29
12101,2025-08-31,6942,45650,60,0.67
12102,2025-05-20,49146,31860,21,0.26
12103,2025-09-26,132268,46851,30,0.31
12104,2025-09-26,11975,45215,38,0.74
12105,2025-02-04,69626,42707,17,5.94
12106,2025-01-02,146643,15925,42,1.81
12107,2025-01-18,112009,34266,43,0.74
12108,2025-05-26,114566,12334,25,0.03
12109,2025-05-27,101589,36755,34,0.93
12110,2025-07-05,139831,42689,32,0.01
12111,2024-11-07,24907,30595,15,0.07
12112,2025-07-02,46533,6070,32,1.33
12113,2025-05-24,119470,34916,40,0.27
12114,2025-02-14,147701,5590,32,0.31
12115,2024-12-25,123621,5891,25,0.42
12116,2025-04-12,77789,36869,10,4.32
12117,2025-03-22,108196,43457,34,0.52
12118,2025-02-26,79781,47546,36,0.18
12119,2025-07-20,10843,29298,49,2.1
12120,2025-06-20,88521,39101,33,0.21
12121,2025-07-22,105026,49120,56,0.52
12122,2025-01-17,121213,11075,29,1.79
12123,2025-04-19,58534,39892,50,4.18
12124,2024-11-28,119458,10115,30,1.33
12125,2025-04-19,57535,25742,35,0.41
12126,2024-11-06,28660,17508,41,0.05
12127,2025-08-24,76501,15682,34,1.71
12128,2025-06-27,6509,23339,47,2.1
12129,2025-10-28,85750,45478,27,1.12
12130,2025-04-11,133038,8579,52,4.07
12131,2024-11-22,118207,40563,34,0.53
12132,2025-02-11,5854,43675,25,0.69
12133,2025-04-08,125250,35114,33,2.43
12134,2024-12-17,93978,49020,40,3.07
12135,2025-08-06,18709,22009,39,1.48
12136,2025-09-08,102565,15468,46,3.5
12137,2025-08-16,74233,23940,29,3.4
12138,2025-05-29,127937,8086,29,0.48
12139,2025-01-02,110638,14312,38,1.67
12140,2025-04-15,31779,31152,10,1.03
12141,2025-07-31,107665,27349,13,0.49
12142,2024-11-07,141604,38101,39,0.23
12143,2025-08-17,119726,27035,34,0.05
12144,2025-06-20,46615,42662,54,0.69
12145,2025-10-16,121041,14042,24,3.56
12146,2024-12-13,125222,49448,27,2.02
12147,2025-07-22,518,12123,30,5.61
12148,2025-11-04,3936,41229,46,0.04
12149,2025-09-17,118188,394,34,1.01
12150,2024-11-25,120442,7337,51,0.22
12151,2024-11-06,123413,38579,31,0.24
12152,2025-06-22,112643,29605,51,5.05
12153,2025-06-09,19865,18987,34,0.11
12154,2025-03-02,107494,13294,22,1.56
12155,2025-07-19,73683,12503,21,0.47
12156,2024-12-21,75134,27401,42,0.04
12157,2025-10-31,121435,961,27,0.83
12158,2025-05-25,80749,11904,55,0.65
12159,2025-04-11,68386,2293,38,1.85
12160,2025-01-02,141378,21249,37,1.97
12161,2025-08-29,48,17642,21,0.16
12162,2025-02-10,72791,23816,34,5.48
12163,2025-01-15,60142,7532,31,0.15
12164,2025-07-07,2787,41689,35,0.37
12165,2025-10-30,98498,7208,57,0.45
12166,2025-07-15,67825,12602,35,0.39
12167,2025-07-29,9771,49752,24,0.72
12168,2025-01-15,54911,21511,34,1.2
12169,2024-12-07,25399,40957,53,3.64
12170,2025-08-21,145094,39046,22,1.81
12171,2025-06-20,20677,49230,57,1.31
12172,2025-10-20,129485,30415,31,1.57
12173,2025-03-06,123442,11928,34,1.71
12174,2025-08-14,121123,25389,50,0.87
12175,2025-07-13,29286,35443,46,0.11
12176,2025-02-18,53483,10673,52,0.3
12177,2025-01-06,45267,29154,59,1.9
12178,2025-09-16,126408,34947,31,1.64
12179,2025-01-22,104322,12866,30,1.23
12180,2025-09-12,21742,19573,33,3.2
12181,2025-03-16,42290,6449,47,0.86
12182,2025-02-19,93196,17520,61,0.1
12183,2025-05-31,35682,49892,36,0.27
12184,2025-11-02,134145,3262,27,2.26
12185,2025-02-26,106137,43082,34,0.3
12186,2025-10-08,31023,43240,27,5.42
12187,2024-12-15,46992,20894,30,2.35
12188,2025-07-10,54011,1087,12,3.87
12189,2025-02-01,106371,1710,44,4.2
12190,2025-09-30,79587,46425,32,1.85
12191,2025-07-23,111957,14203,48,0.58
12192,2024-12-09,85301,9075,29,2.01
12193,2025-02-21,126239,21348,29,0.43
12194,2024-12-09,36883,28327,43,0.81
12195,2025-05-26,115896,20146,41,0.65
12196,2025-09-02,34065,48855,28,0.05
12197,2025-07-04,16214,13381,51,0.92
12198,2025-04-22,59408,21980,32,0.94
12199,2025-02-12,114843,16348,12,0.07
12200,2025-10-04,22697,30611,31,0.68
12201,2024-12-07,136583,7011,37,2.02
12202,2025-03-10,143789,9810,10,2.57
12203,2025-01-09,15884,39163,29,5.26
12204,2025-02-02,82713,24280,23,2.15
12205,2025-07-31,10359,20253,40,0.75
12206,2025-08-26,96567,28235,25,0.44
12207,2025-02-15,131393,23545,40,0.68
12208,2025-08-01,74087,7257,18,1.55
12209,2025-11-02,75251,10842,28,2.04
12210,2025-06-26,125215,19960,33,0.15
12211,2025-09-03,43942,44245,49,0.65
12212,2025-08-09,140046,34815,42,0.35
12213,2025-03-18,91831,3887,18,4.01
12214,2025-05-12,104635,955,25,4.07
12215,2025-10-23,129428,33325,21,3.21
12216,2025-09-21,47799,35538,51,1.33
12217,2025-03-01,59289,24255,26,0.04
12218,2025-06-11,41951,37619,31,0.98
12219,2025-07-26,98026,46378,29,1.08
12220,2025-09-17,80701,22826,41,0.71
12221,2025-03-04,90829,4497,49,1.01
12222,2025-02-21,139993,927,45,1.29
12223,2025-03-16,36847,22742,26,1.05
12224,2025-09-30,14312,29640,26,1.41
12225,2025-04-22,119328,10777,26,0.51
12226,2025-05-18,106202,49191,19,1.04
12227,2025-06-10,1867,15882,32,0.66
12228,2025-09-08,118370,34639,29,1.26
12229,2025-11-01,60675,42111,37,2.53
12230,2025-04-27,86855,5522,51,0.27
12231,2025-02-22,144778,16419,52,1.32
12232,2025-06-21,8852,41049,27,0.7
12233,2025-05-13,107838,30646,10,0.29
12234,2024-11-25,127927,44823,28,0.73
12235,2024-12-28,138424,15976,18,0.86
12236,2025-09-16,148559,10930,44,0.68
12237,2025-06-26,105857,27895,27,0.08
12238,2025-02-22,94186,12689,21,0.3
12239,2025-10-20,95303,39269,38,2.5
12240,2025-01-27,813,41252,29,3.26
12241,2025-02-16,115956,25382,28,0.98
12242,2025-04-07,85427,6110,35,3.3
12243,2025-09-07,3366,25626,19,1.02
12244,2024-12-31,67561,8841,25,0.1
12245,2025-10-03,119924,15551,36,0.66
12246,2024-11-12,143018,16113,37,0.17
12247,2025-01-10,14476,44989,54,2.45
12248,2025-03-22,90507,9924,47,0.64
12249,2025-08-26,126444,2439,44,0.56
12250,2025-01-18,135030,5590,48,1.4
12251,2025-08-20,71834,43277,34,0.78
12252,2024-11-14,21919,5631,30,3.63
12253,2025-06-29,923,26411,27,0.62
12254,2025-07-23,9074,24415,32,0.46
12255,2025-05-28,131309,6035,47,0.41
12256,2025-02-24,64486,33718,26,1.39
12257,2025-01-24,2985,12622,23,1.46
12258,2025-10-28,145697,42477,34,1.37
12259,2025-07-26,87614,32556,31,0.64
12260,2025-04-13,1785,3253,38,3.02
12261,2025-03-11,8465,32163,32,3.07
12262,2025-09-02,32166,6183,32,2.73
12263,2025-07-29,116095,31087,44,0.84
12264,2025-06-13,131220,28643,29,0.6
12265,2025-02-24,43902,22294,30,2.84
12266,2025-03-16,69040,12577,30,3.11
12267,2025-10-24,123581,11827,44,0.2
12268,2025-04-17,12332,17467,28,0.51
12269,2024-11-10,9113,29530,45,0.16
12270,2025-10-30,62193,2969,42,0.12
12271,2024-11-07,129003,39804,38,0.85
12272,2025-02-20,20439,26074,40,2.62
12273,2025-08-01,97458,30772,50,6.36
12274,2025-06-06,120673,25424,46,0.88
12275,2025-10-14,62902,16047,32,1.37
12276,2025-06-26,47443,1821,36,3.17
12277,2025-04-01,121243,11620,38,0.87
12278,2025-10-01,142626,48326,23,0.51
12279,2025-10-06,135766,20084,32,1.35
12280,2025-03-11,685,25219,39,0.09
12281,2025-04-28,105230,16844,38,0.29
12282,2025-05-03,75694,43487,34,3.82
12283,2025-04-06,93221,10820,41,0.36
12284,2025-09-07,42291,38497,26,0.9
12285,2025-01-31,110350,11311,37,1.57
12286,2024-12-13,27981,17110,27,0.26
12287,2025-06-05,30956,25132,41,8.19
12288,2025-03-05,76898,44767,34,0.18
12289,2025-05-30,141991,29759,62,0.33
12290,2025-05-23,113855,32697,26,0.4
12291,2024-11-18,92026,2288,36,0.43
12292,2024-11-22,122750,27916,35,2.17
12293,2025-05-13,74169,21397,13,3.16
12294,2025-10-24,54220,17195,29,0.98
12295,2025-06-28,109611,21542,30,1.49
12296,2025-02-01,45689,36517,37,4.04
12297,2025-02-10,35902,12414,21,3.29
12298,2025-08-02,2822,43321,39,2.39
12299,2025-05-13,86160,5801,32,0.26
12300,2025-07-29,67630,39659,37,1.74
12301,2025-08-23,29066,32543,42,1.36
12302,2025-09-22,147178,37159,42,2.9
12303,2024-12-02,110289,48070,43,1.54
12304,2025-03-10,134541,4438,27,5.07
12305,2025-01-05,84652,25727,30,3.1
12306,2025-04-11,76835,4118,16,1.67
12307,2025-07-11,104909,26688,34,0.66
12308,2025-10-21,40342,6745,21,0.47
12309,2025-10-21,39980,48844,30,2.43
12310,2025-05-20,39367,22384,25,2.8
12311,2025-04-20,44672,48193,32,8.76
12312,2025-05-11,139287,35684,11,0.58
12313,2025-10-10,16692,8798,23,0.16
12314,2025-07-22,19036,48576,43,0.76
12315,2025-03-08,68457,29679,20,4.29
12316,2025-01-29,112125,34049,38,0.13
12317,2025-01-02,77685,17090,28,0.2
12318,2025-01-09,37819,26965,27,2.8
12319,2025-03-26,122768,3391,35,0.93
12320,2025-01-21,76346,1607,33,0.78
12321,2025-01-16,69880,17116,38,1.57
12322,2025-06-14,61149,21478,24,0.18
12323,2025-07-10,124200,36449,42,0.5
12324,2025-07-09,144145,38255,18,0.74
12325,2024-11-11,99433,16453,40,0.43
12326,2025-10-13,129119,30208,39,0.26
12327,2025-10-02,6441,30831,31,1.35
12328,2025-06-20,135116,29669,48,0.69
12329,2025-05-27,134459,6055,14,0.4
12330,2024-12-18,104882,8206,12,3.16
12331,2025-03-01,99450,2907,37,0.55
12332,2024-12-12,89646,17700,45,0.06
12333,2025-10-21,137969,471,21,0.92
12334,2025-01-28,7086,22160,44,4.12
12335,2025-09-03,34519,42949,41,2.03
12336,2025-04-09,133949,11026,22,0.46
12337,2025-02-10,44181,47584,48,3.31
12338,2025-04-12,138450,28004,33,0.71
12339,2025-02-21,119376,30541,33,0.08
12340,2025-05-04,33711,35348,44,1.16
12341,2025-09-17,59637,30426,43,2.65
12342,2025-07-09,27255,24764,10,2.48
12343,2025-06-30,43080,5268,51,0.78
12344,2025-06-26,57245,32328,35,4.99
12345,2025-07-10,94815,31250,32,1.78
12346,2024-11-27,38282,39371,35,2.07
12347,2025-01-21,119789,12298,40,3.4
12348,2024-12-08,76571,8591,31,3.54
12349,2025-09-15,24284,24176,31,0.06
12350,2025-04-27,15020,47628,39,0.69
12351,2025-10-02,146577,27981,45,1.73
12352,2025-02-23,64286,24652,55,0.24
12353,2025-02-09,140111,1679,15,3.8
12354,2025-03-28,50933,38053,21,1.57
12355,2025-03-22,55102,9275,28,7.17
12356,2025-07-01,94506,48998,49,0.04
12357,2025-02-22,67101,17169,32,0.17
12358,2025-07-13,12405,22376,39,0.06
12359,2025-01-02,87963,39985,15,3.23
12360,2025-01-11,122676,32016,31,0.37
12361,2024-11-11,60064,7694,10,0.59
12362,2025-01-07,145290,46963,43,0.6
12363,2025-09-30,46224,27799,37,3.51
12364,2025-05-29,69879,7087,46,0.83
12365,2025-09-03,50310,34248,48,0.96
12366,2025-09-30,148859,29744,28,0.47
12367,2025-05-14,45369,29341,26,0.6
12368,2025-05-15,28960,48410,40,0.72
12369,2025-10-08,12446,10207,19,2.99
12370,2024-11-30,148925,4181,47,1.74
12371,2025-07-11,8277,34124,46,0.01
12372,2025-03-12,26376,17666,32,0.62
12373,2025-08-18,40571,22723,15,4.75
12374,2025-07-21,98901,10439,40,1.69
12375,2025-07-07,55544,32457,49,0.78
12376,2024-12-20,144839,4718,26,0.16
12377,2025-06-27,104354,1464,48,0.28
12378,2025-09-06,105947,13172,30,1.15
12379,2025-09-15,21606,38905,48,0.69
12380,2025-06-21,58257,41082,46,0.23
12381,2025-10-02,17421,28250,35,0.78
12382,2024-12-15,118699,7080,43,0.7
12383,2024-11-29,12472,10127,41,0.36
12384,2025-04-05,84107,46880,63,0.31
12385,2024-11-07,25446,37621,29,0.06
12386,2025-01-19,80665,35938,41,4.11
12387,2025-06-01,120672,1257,41,0.51
12388,2025-10-03,127939,21479,28,1.12
12389,2024-11-18,66485,30560,31,0.26
12390,2025-05-20,109243,7017,49,0.91
12391,2025-01-06,31044,2386,33,0.25
12392,2025-10-03,16395,1780,33,0.17
12393,2025-02-06,129397,35291,24,0.93
12394,2025-03-28,114675,18846,23,4.89
12395,2025-09-03,148340,25801,46,0.25
12396,2025-01-15,105398,25172,49,3.82
12397,2025-04-26,67830,30942,46,5.71
12398,2024-12-23,47067,21113,25,3.55
12399,2025-09-04,136514,18295,42,0.38
12400,2024-11-20,5639,28010,22,0.26
12401,2025-04-15,43279,42083,52,0.27
12402,2025-06-16,82116,30838,35,0.2
12403,2025-03-16,122774,44122,22,0.85
12404,2025-01-08,62581,46785,42,1.32
12405,2024-12-11,9823,42514,46,0.83
12406,2025-08-01,67180,37509,10,1.75
12407,2025-06-08,48164,45229,40,2.58
12408,2025-07-14,107448,47924,28,4.32
12409,2025-05-20,145016,16703,30,1.58
12410,2025-07-06,1777,12465,36,8.61
12411,2025-02-22,54926,29005,33,0.41
12412,2024-12-15,22382,9116,22,1.77
12413,2024-11-13,112243,45172,48,1.4
12414,2025-04-09,108964,15484,33,2.45
12415,2025-03-15,77553,35171,26,0.67
12416,2024-12-04,60420,19287,26,3.4
12417,2024-12-04,61405,3820,25,0.36
12418,2025-01-29,109072,12832,31,2.44
12419,2024-11-19,67504,3213,44,2.19
12420,2025-05-03,55554,10990,27,3.93
12421,2025-01-30,122802,48840,48,4.79
12422,2025-02-15,42049,46494,19,2.27
12423,2024-11-12,18757,2326,38,0.45
12424,2025-01-04,46057,26464,22,0.28
12425,2025-05-17,105931,22752,31,1.45
12426,2025-03-31,16504,19018,40,2.26
12427,2025-07-12,148206,35146,42,5.35
12428,2025-10-31,770,37593,37,0.07
12429,2025-01-19,51054,16788,26,1.79
12430,2025-01-15,44803,30479,24,0.43
12431,2025-06-11,77891,13800,40,2.05
12432,2025-01-25,76167,36034,36,1.84
12433,2025-05-23,32761,20577,34,0.25
12434,2025-06-01,3615,6575,33,0.83
12435,2025-04-16,86947,41745,43,8.48
12436,2025-07-16,5956,417,30,0.42
12437,2025-06-21,128777,36036,34,3.12
12438,2025-09-16,42895,48176,23,10.46
12439,2024-11-06,202,10490,23,0.36
12440,2025-05-08,129352,37015,22,0.52
12441,2024-12-18,39716,37073,53,1.62
12442,2025-10-18,46595,40829,38,0.75
12443,2025-03-17,97041,30085,20,0.31
12444,2025-03-12,88241,17261,10,0.58
12445,2025-03-06,108088,9723,32,0.61
12446,2025-06-20,34285,37726,35,0.35
12447,2025-07-18,16177,29593,51,1.48
12448,2025-06-08,103102,12793,28,0.02
12449,2025-09-03,35456,3126,47,1.91
12450,2025-08-22,114935,29720,27,0.05
12451,2024-12-20,16112,41997,32,0.77
12452,2025-09-26,54140,31919,21,1.92
12453,2024-12-19,41276,29620,17,0.85
12454,2025-10-06,51633,49513,28,0.5
12455,2025-06-24,79677,48761,27,2.04
12456,2025-10-20,110241,19879,45,0.9
12457,2025-01-21,20129,2326,36,0.73
12458,2025-04-20,43850,10410,33,5.57
12459,2025-01-26,63819,28181,40,3.14
12460,2025-01-21,9423,13898,43,0.22
12461,2024-12-12,114528,24211,43,0.13
12462,2025-06-14,82800,49080,24,3.06
12463,2025-01-24,38092,44530,29,0.02
12464,2025-05-21,133249,6181,33,4.64
12465,2025-01-01,1387,8887,32,0.15
12466,2025-07-31,102096,28596,35,0.98
12467,2025-10-18,123120,38411,27,1.17
12468,2025-02-28,35331,36102,42,4.47
12469,2025-05-28,38256,37265,30,6.11
12470,2024-11-11,7382,16543,21,0.98
12471,2025-06-22,28980,25636,35,3.29
12472,2025-04-16,46573,23940,35,1.93
12473,2025-04-18,105606,14341,35,1.22
12474,2024-11-12,53553,32477,35,0.57
12475,2025-04-01,65787,44822,13,0.06
12476,2025-09-26,64928,36594,35,0.53
12477,2025-03-21,9839,11043,32,3.74
12478,2025-03-31,145271,407,37,1.17
12479,2025-08-20,147697,26764,44,2.98
12480,2024-11-13,24527,18356,32,0.11
12481,2025-02-19,8779,6123,24,0.57
12482,2025-09-23,147090,39752,36,3.21
12483,2024-11-26,52922,19477,40,2.27
12484,2025-01-10,127766,35533,26,0.18
12485,2025-02-23,98017,14391,57,0.06
12486,2025-10-01,127358,21241,37,2.31
12487,2025-02-15,124676,37751,21,0.03
12488,2025-07-26,12610,15243,16,3.36
12489,2024-11-08,134010,15287,46,0.24
12490,2025-06-18,283,24367,36,3.62
12491,2025-03-26,13189,28921,36,0.7
12492,2025-03-03,124202,33299,35,1.91
12493,2025-05-27,25069,7444,53,2.26
12494,2025-03-01,93585,5079,46,2.65
12495,2025-03-16,69906,5974,60,5.78
12496,2025-07-08,55134,27172,21,0.99
12497,2025-03-15,70804,16187,31,0.3
12498,2025-04-20,137228,25967,27,1.31
12499,2025-10-26,80031,20083,37,1.09
12500,2025-02-18,118511,4630,35,1.3
12501,2025-01-11,145704,39516,23,1.04
12502,2025-06-25,68712,43515,43,0.7
12503,2024-11-13,27715,44097,25,0.3
12504,2025-02-04,55129,4772,31,0.25
12505,2025-06-22,126599,42964,44,1.78
12506,2024-11-22,125362,12342,47,2.32
12507,2025-08-18,14908,47179,41,1.18
12508,2024-12-31,110310,11161,43,0.57
12509,2025-08-11,149983,36893,36,1.11
12510,2025-05-27,137055,16873,45,0.24
12511,2025-09-18,68698,49320,37,1.11
12512,2025-10-13,87974,48166,58,7.06
12513,2025-09-27,49418,22806,24,2.32
12514,2025-06-25,31569,21710,34,0.36
12515,2024-11-20,113422,39371,22,0.1
12516,2025-04-15,84258,11086,44,4.66
12517,2025-04-02,68304,8772,29,3.48
12518,2024-12-06,72259,48589,24,6.38
12519,2024-11-29,14502,49701,32,0.02
12520,2025-10-20,27032,17387,27,1.14
12521,2025-07-04,58180,3209,40,0.28
12522,2025-04-17,34660,18541,32,2.53
12523,2025-05-16,66120,22493,47,6.39
12524,2025-04-09,75380,27368,27,0.29
12525,2025-08-28,144577,47208,27,3.05
12526,2025-09-20,44692,1922,41,0.15
12527,2025-06-16,88650,39810,26,0.0
12528,2025-01-14,30833,33035,23,0.56
12529,2025-03-07,29129,9707,29,1.9
12530,2025-09-02,148236,38009,29,4.4
12531,2025-10-12,121449,2643,54,2.57
12532,2025-11-02,72374,26871,47,0.44
12533,2024-12-27,16218,31881,44,0.91
12534,2025-04-29,82506,21750,36,0.52
12535,2025-08-14,56160,20631,41,2.86
12536,2025-06-15,62969,39431,36,5.19
12537,2025-09-19,39396,16837,53,0.17
12538,2025-04-09,104537,43189,28,1.14
12539,2025-07-23,110824,44383,35,0.21
12540,2025-02-15,80392,4966,34,1.62
12541,2025-09-16,52388,48429,32,0.99
12542,2025-08-12,54673,40471,31,1.53
12543,2025-10-17,109290,11609,39,0.28
12544,2025-06-12,89364,31896,32,1.95
12545,2025-03-14,144447,1994,50,0.37
12546,2025-03-19,22628,32797,32,1.54
12547,2024-12-31,81651,43029,33,7.4
12548,2025-11-03,55335,33663,48,0.66
12549,2025-08-28,1389,30990,52,0.58
12550,2025-10-04,49014,42370,29,0.5
12551,2025-09-19,90701,19399,29,2.88
12552,2025-10-22,26283,18270,41,2.64
12553,2024-11-21,117602,22444,57,1.54
12554,2025-03-03,44409,29055,36,0.61
12555,2025-01-10,96749,14115,36,0.56
12556,2024-11-20,16854,49925,31,1.32
12557,2025-05-11,12291,47104,53,1.1
12558,2025-09-21,137007,13924,49,3.06
12559,2025-05-31,17241,43553,42,2.37
12560,2025-01-25,55755,1974,29,1.78
12561,2025-06-15,133183,11586,32,0.3
12562,2025-10-28,131305,32112,45,0.3
12563,2025-02-08,88372,38411,20,4.1
12564,2025-02-13,134408,68,35,2.65
12565,2024-12-29,127157,33842,46,1.74
12566,2024-12-05,114364,30545,14,0.73
12567,2025-09-07,40990,43067,10,0.96
12568,2025-06-23,30075,5284,35,3.7
12569,2025-03-24,137781,16134,30,0.56
12570,2025-04-10,45815,17504,21,0.1
12571,2025-01-13,14153,15278,46,0.54
12572,2025-08-15,39431,13033,29,0.37
12573,2025-03-03,110327,3027,40,1.72
12574,2025-04-24,84973,31373,29,0.81
12575,2025-03-12,94900,32025,38,0.37
12576,2025-06-09,141535,16295,33,0.27
12577,2025-11-01,149204,18296,37,1.94
12578,2025-05-18,14782,21850,19,1.71
12579,2024-11-19,73156,27710,35,0.23
12580,2025-10-28,15278,48884,35,1.59
12581,2025-10-08,10566,8566,29,0.21
12582,2025-02-08,111670,15127,25,2.26
12583,2025-03-19,5285,37951,30,2.99
12584,2025-09-16,89561,26754,47,4.26
12585,2025-09-04,74054,17992,32,2.39
12586,2025-09-07,68435,30061,40,0.03
12587,2025-04-07,40542,7664,11,0.22
12588,2024-12-13,145983,12318,28,0.8
12589,2025-08-08,148523,13974,47,0.17
12590,2025-07-16,34233,39745,30,0.49
12591,2025-01-19,78544,20501,42,5.73
12592,2025-11-02,41656,36053,37,1.48
12593,2024-11-26,2655,12000,30,0.47
12594,2025-07-17,112937,29976,31,0.38
12595,2025-08-04,5604,31340,34,0.49
12596,2025-07-25,46391,43564,37,3.74
12597,2025-07-15,73956,40957,40,0.25
12598,2025-03-16,119616,13190,32,0.97
12599,2025-09-08,48862,23148,30,1.81
12600,2025-01-06,110170,27912,43,2.03
12601,2025-09-14,85402,21596,27,0.85
12602,2025-06-13,106935,4318,23,0.42
12603,2025-03-10,135,48489,45,2.86
12604,2025-09-21,124855,5552,39,0.4
12605,2025-08-04,38819,21262,38,0.41
12606,2025-09-27,86897,45394,32,1.6
12607,2025-02-03,142594,37722,35,3.98
12608,2025-04-17,111643,39176,34,3.74
12609,2025-09-08,55184,20079,25,4.04
12610,2025-07-01,68644,23982,17,1.03
12611,2025-02-17,113781,20382,36,4.41
12612,2025-01-19,147188,38136,40,2.43
12613,2025-09-05,52305,9495,50,0.3
12614,2025-09-14,120673,24791,30,0.33
12615,2025-08-09,47191,36790,25,0.23
12616,2025-11-04,86200,24714,38,0.0
12617,2024-11-18,60436,29266,25,1.94
12618,2025-02-27,71024,14241,35,1.02
12619,2025-10-18,115320,12732,34,2.78
12620,2025-09-07,126531,9007,63,0.05
12621,2024-11-20,59224,22178,37,0.87
12622,2025-10-21,126508,506,37,1.62
12623,2024-11-12,77275,42799,37,2.36
12624,2025-02-28,124371,11950,36,3.52
12625,2025-07-17,45965,45310,44,1.3
12626,2025-07-12,34528,8528,38,1.02
12627,2025-09-21,122088,31176,23,4.58
12628,2025-03-06,57856,5162,34,1.76
12629,2025-11-05,93226,47168,28,2.05
12630,2025-01-24,116127,28714,63,0.37
12631,2025-01-10,134134,23443,48,0.46
12632,2025-09-22,55521,12924,27,1.96
12633,2025-05-27,73431,37059,37,0.4
12634,2025-04-26,129116,5800,20,0.49
12635,2025-04-09,22588,42132,45,1.52
12636,2025-04-20,23863,45845,33,1.46
12637,2025-04-27,103147,22446,46,0.72
12638,2025-05-05,146220,27330,13,0.31
12639,2025-10-28,59517,13815,29,1.2
12640,2025-09-07,1545,38572,50,0.83
12641,2025-07-23,104885,34760,36,0.14
12642,2025-08-24,36403,43638,39,2.39
12643,2025-05-29,56035,27124,49,1.13
12644,2025-10-17,122433,32484,49,3.75
12645,2025-05-21,4079,39836,36,4.59
12646,2025-01-20,72441,10759,39,1.19
12647,2025-03-08,47238,5357,36,0.18
12648,2025-06-03,109194,22834,41,1.29
12649,2025-06-22,63836,36038,39,5.09
12650,2025-01-17,11303,25058,42,1.85
12651,2025-01-05,95609,12768,41,0.4
12652,2025-06-17,87414,32103,39,2.72
12653,2024-11-27,81764,17233,35,0.24
12654,2025-02-10,128528,49953,57,0.26
12655,2025-07-20,133313,17115,40,0.31
12656,2025-09-18,112690,6543,32,1.91
